ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
1917,Sanema (Brazil),sanema (Brésil),sanemá,Brazil,BRA,xsu,Vulnerable
1977,Sanema (Venezuela),sanema (République bolivarienne du Venezuela),sanemá (Venezuela),Venezuela (Bolivarian Republic of),VEN,xsu,Vulnerable
1196,Sanenyo,sanenyo,chaura,India,IND,crv,Critically endangered
2411,Sangkong,sangkong,sangkong,China,CHN,sgk,Vulnerable
1440,Sanglechi,sanglîchi,sanglechí,"Tajikistan, Afghanistan","TJK, AFG",sgl,Severely endangered
1133,Sangtam,sangtam,sangtam,India,IND,nsa,Vulnerable
1288,Sanhaja of Srair,senhaja de Srair,senhaja de Srair,Morocco,MAR,sjs,Critically endangered
1424,Santa,dongxiang,santa,China,CHN,sce,Vulnerable
146,Santa María del Mar Huave,huave de Santa María del Mar,huave de Santa María del Mar,Mexico,MEX,hvv,Severely endangered
557,Sanyi,sanyi,sanie,China,CHN,ysy,Severely endangered
2610,Saparua,saparua,saparua,Indonesia,IDN,spr,Definitely endangered
312,Sapé,sape-kaliana,sapé,Venezuela (Bolivarian Republic of),VEN,spc,Critically endangered
2563,Saponi,saponi,saponi,Indonesia,IDN,spi,Critically endangered
2374,Sarcee,sarcee,sarsi,Canada,CAN,srs,Critically endangered
1461,Sarikoli,sarikoli,sarikoli,China,CHN,srh,Definitely endangered
47,Sarwa,sarwa,sarwa,Chad,TCD,swy,Definitely endangered
1427,Saryg Yugur,sari yougour,yugur sarig,China,CHN,ybe,Severely endangered
408,Sassarese,sassarien,sasarés,Italy,ITA,sdc,Definitely endangered
1447,Satār,satār,satar,Nepal,NPL,sat,Vulnerable
2347,Satawal,satawal,satawalés,Micronesia (Federated States of),FSM,stw,Severely endangered
346,Saterlandic,frison oriental,frisón oriental,Germany,DEU,stq,Severely endangered
768,Sauk-Fox,sauk-fox,fox,United States of America,USA,sac,Critically endangered
2375,Saulteau,saulteau,saulteaux,Canada,CAN,ojw,Vulnerable
2564,Sause,sause,sause,Indonesia,IDN,sao,Severely endangered
1837,Savi,savi,saví,"Pakistan, Afghanistan","PAK, AFG",sdg,Definitely endangered
2636,Savo,savo,savo,Solomon Islands,SLB,svs,Definitely endangered
1293,Sawkna,sawkna,sokna,Libyan Arab Jamahiriya,LBY,swn,Critically endangered
908,Sayultec,sayultec,sayulteco,Mexico,MEX,,Definitely endangered
409,Scanian,scanien,escaniano,"Denmark, Sweden","DNK, SWE",swe,Vulnerable
410,Scots,scots,escocés,United Kingdom of Great Britain and Northern Ireland,GBR,sco,Vulnerable
411,Scottish Gaelic,gaélique écossais,gaélico escocés,United Kingdom of Great Britain and Northern Ireland,GBR,gla,Definitely endangered
2376,Sechelt,sechelt,sechelt,Canada,CAN,sec,Critically endangered
103,Segeju,segeju,daiso,United Republic of Tanzania,TZA,seg,Severely endangered
1314,Sei,sei,sei,Sierra Leone,SLE,,Extinct
2377,Sekani,sekani,sekaní,Canada,CAN,sek,Critically endangered
1163,Seke,seke,seke,Nepal,NPL,skj,Vulnerable
2294,Semai,semai,semái,Malaysia,MYS,sca,Severely endangered
2295,Semaq Beri,semaq beri,semaq beri,Malaysia,MYS,szc,Critically endangered
2293,Semelai,semelai,semelái,Malaysia,MYS,sza,Severely endangered
2300,Semnani,semnani,semnani,Iran (Islamic Republic of),IRN,"lsa, sgr, smy, sqo",Definitely endangered
1792,Senaya,senaya,neo-arameo cristiano,Iran (Islamic Republic of),IRN,syn,Critically endangered
2125,Sene,sene,sene,Papua New Guinea,PNG,sej,Critically endangered
2378,Seneca (Canada),seneca (Canada),seneca (Canadá),Canada,CAN,see,Critically endangered
274,Seneca (United States of America),seneca (États-Unis d'Amérique),seneca (Estados Unidos),United States of America,USA,see,Severely endangered
1291,Sened,sened,sened,Tunisia,TUN,sds,Extinct
2565,Senggi,senggi,senggi,Indonesia,IDN,snu,Vulnerable
558,Sengmai,sengmai,sengmai,India,IND,,Extinct
2701,Sengseng,sengseng,sengseng,Papua New Guinea,PNG,ssz,Vulnerable
1363,Sentilese,sentinelese,sentinel,India,IND,std,Critically endangered
2702,Sepa,sepa,sepa,Papua New Guinea,PNG,spe,Vulnerable
2703,Sera,sera,sera,Papua New Guinea,PNG,sry,Severely endangered
1080,Seri,seri,seri,Mexico,MEX,sei,Vulnerable
2611,Serili,serili,serili,Indonesia,IDN,sve,Vulnerable
866,Serrano,serrano,serrano,United States of America,USA,ser,Extinct
2621,Seru,seru,seru,Malaysia,MYS,szd,Extinct
689,Seward Peninsula Inupiaq (Big Diomede Island),inupiaq de la péninsule de Seward (Grande Diomède),inuit de la Península Seward (i. Gran Diómedes),Russian Federation,RUS,esk,Extinct
1373,Seward Peninsula Inupiaq (King Island),inupiaq de la péninsule de Seward  (King Island),inuit de la Península Seward (i. del Rey),United States of America,USA,esk,Critically endangered
1374,Seward Peninsula Inupiaq (Little Diomede Island),inupiaq de la péninsule de Seward (Petite Diomède),inuit de la Península Seward (i. Diómedes menor),United States of America,USA,esk,Critically endangered
1375,Seward Peninsula Inupiaq (Norton Sound),inupiaq de la péninsule de Seward (Norton Sound),inuit de la Península Seward (estrecho de Norton),United States of America,USA,esk,Critically endangered
82,Shabo,shabo,shabo,Ethiopia,ETH,sbf,Severely endangered
1632,Shanenawa,shanenawa,shanenawa,Brazil,BRA,ywn,Vulnerable
750,Sharanahua,sharanahua,sharanahua,Peru,PER,mcd,Severely endangered
2651,Shark Bay,shark Bay,lengua de la Bahía del Tiburón,Vanuatu,VUT,ssv,Vulnerable
1719,Shatt,shatt,shatt,Sudan,SDN,shj,Severely endangered
770,Shawnee,shawnee,chavanés,United States of America,USA,sjw,Severely endangered
2405,She,she,che,China,CHN,shx,Critically endangered
1096,Sherdukpen,sherdukpen,sherdukpen,India,IND,sdp,Vulnerable
1128,Sherpa,sherpa,sherpa,"China, India, Nepal","CHN, IND, NPL",xsr,Vulnerable
1127,Shingsaba,lhomi,lhomi,"China, Nepal","CHN, NPL",lhm,Vulnerable
654,Shipibo-Conibo,shipibo-conibo,shipibo-conibo,Peru,PER,shp,Definitely endangered
1428,Shira Yugur,shira yougur,yugur sira,China,CHN,yuy,Severely endangered
1988,Shiwiar,shiwiar chicham,shiwiar chicham,Ecuador,ECU,acu,Severely endangered
2437,Shixing,shixing,sichín,China,CHN,sxg,Definitely endangered
1199,Shompen,shompen,shom peng,India,IND,sil,Critically endangered
498,Shor,chor,sorio,Russian Federation,RUS,cjs,Severely endangered
861,Shoshoni (Idaho),shoshone (Idaho),shoshone  (Idaho),United States of America,USA,shh,Severely endangered
1469,Shoshoni (Nevada),shoshone (Nevada),shoshone (Nevada),United States of America,USA,shh,Severely endangered
1468,Shoshoni (Wyoming),shoshone (Wyoming),shoshone (Wyoming),United States of America,USA,shh,Severely endangered
759,Shuar chicham,shuar chicham,shuar chicham,Ecuador,ECU,jiv,Definitely endangered
760,Shughni,shughni,chugní,"Tajikistan, Afghanistan","TJK, AFG",sgh,Vulnerable
1498,Shumashti,shumashti,chumashtí,Afghanistan,AFG,sts,Severely endangered
2379,Shuswap,shuswap,chusvapo,Canada,CAN,shs,Definitely endangered
1720,Shwai,shwai,chirumba,Sudan,SDN,shw,Critically endangered
1260,Sia Pedee,sia pedee,sia pedee,Ecuador,ECU,sja,Critically endangered
2268,Sian,sian,sian,Malaysia,MYS,spg,Severely endangered
1430,Sibe,xibe,xibo,China,CHN,sjo,Severely endangered
680,Siberian Tatar,tatar de Sibérie,tártaro de Siberia,Russian Federation,RUS,tat,Definitely endangered
1023,Sicilian,sicilien,siciliano,Italy,ITA,scn,Vulnerable
1504,Sierra de Puebla Náhuatl,náhuatl de la Sierra de Puebla,nahua de la sierra de Puebla,Mexico,MEX,,Definitely endangered
927,Sierra Otomí,otomí de la Sierra,otomí de la Sierra,Mexico,MEX,otm,Vulnerable
907,Sierra Popoluca,populaca de la Sierra,popoluca de Sierra,Mexico,MEX,poi,Vulnerable
916,Sierra Totonac,totonaque de la Sierra,totonacano de Sierra,Mexico,MEX,tos,Severely endangered
1747,Sighu,sighu,sighu,Gabon,GAB,sxe,Severely endangered
2380,Siglitun,siglitun,siglitun,Canada,CAN,ikt,Severely endangered
1994,Sikïiyana,sikiyana,sikiana,Suriname,SUR,sik,Critically endangered
296,Sikuani,sikuani,guahibo,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN","guh, gob",Vulnerable
559,Sila,sila,sila,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",slt,Definitely endangered
1136,Simi,simi,simí,India,IND,nsm,Vulnerable
108,Singa,singa,singa,Uganda,UGA,sgm,Extinct
1103,Singpho,singpho,yingpho,India,IND,sgp,Definitely endangered
1431,Sinkiang Dagur,dagour du Sinkiang,daguro de Xinjiang,China,CHN,dta,Definitely endangered
653,Siona  Secoya (Peru),siona  secoya (Pérou),siona  secoya (Perú),Peru,PER,"sey, snn",Definitely endangered
2056,Siona / Secoya (Colombia),siona / secoya (Colombie),siona / secoya (Colombia),Colombia,COL,"sey, snn",Critically endangered
757,Siona / Secoya (Ecuador),paicoca /secoya (Équateur),siona / secoya (Ecuador),Ecuador,ECU,"sey, snn",Severely endangered
885,Sioux,sioux,dacota / siu,United States of America,USA,dak,Vulnerable
1829,Sipakapense,sipakapense,sipacapense,Guatemala,GTM,qum,Definitely endangered
2049,Siraiya,siraya,siraiya,China,CHN,fos,Extinct
1934,Siriano (Brazil),siriano (Brésil),siriano (Brasil),Brazil,BRA,sri,Vulnerable
2008,Siriano (Colombia),siriano (Colombie),siriano (Colombia),Colombia,COL,sri,Definitely endangered
1914,Sirionó,sirionó,sirionó,Bolivia (Plurinational State of),BOL,srq,Severely endangered
1561,Sirmaudi,sirmauri,sirmauri,India,IND,srx,Critically endangered
2161,Sishee,sishee,zire,New Caledonia (France),NCL,sih,Extinct
2699,Sissano,sissano,sissano,Papua New Guinea,PNG,sso,Critically endangered
806,Siuslaw,siuslaw,siuslaw,United States of America,USA,sis,Extinct
1795,Sivandi,sivandi,sivandi,Iran (Islamic Republic of),IRN,"siy, faz",Definitely endangered
6,Siwi,siwi,siví,Egypt,EGY,siz,Definitely endangered
2156,Ske,ske,seke,Vanuatu,VUT,,Severely endangered
412,Skolt Saami,saami skolt,saamí de Skolt,"Finland, Norway, Russian Federation","FIN, NOR, RUS",sms,Severely endangered
413,Slovincian,slovince,eslovincio,Poland,POL,csb,Extinct
2462,So-ng,so-ng,son,Cambodia,KHM,,Critically endangered
2566,Sobei,sobei,sobei,Indonesia,IDN,sob,Definitely endangered
97,Sogoo,sogoo,sogoo,Kenya,KEN,oki,Extinct
2302,Soi,soi,soi,Iran (Islamic Republic of),IRN,soi,Definitely endangered
461,Solon,solon,solon,China,CHN,"evn, orh",Definitely endangered
2704,Somm,som,som,Papua New Guinea,PNG,smc,Definitely endangered
23,Somyev,somyewe,somieve,"Cameroon, Nigeria","CMR, NGA",kgt,Critically endangered
1482,Sonora Lower Pima,bas-pima de Sonora,pima bajo de Sonora,Mexico,MEX,,Severely endangered
716,Sonsorol,sonsorol,sonsorol,Palau,PLW,sov,Severely endangered
106,Soo,soo,tepes,Uganda,UGA,teu,Critically endangered
1949,Soqotri,soqotri,soqotrí,Yemen,YEM,sqt,Severely endangered
1205,Sora,sora,sora,India,IND,srb,Vulnerable
384,Sorbian,sorbien,sorbio,Germany,DEU,"dsb, hsb",Definitely endangered
2152,Sorsorian,sorsorian,sorsorian,Vanuatu,VUT,,Critically endangered
1022,South Italian,italien du sud,napolitano-calabrés,Italy,ITA,nap,Vulnerable
672,South Jutish,jute méridional,juto meridional,"Germany, Denmark","DEU, DNK",jut,Definitely endangered
414,South Saami,saami méridional,saamí meridional,"Norway, Sweden","NOR, SWE",sma,Severely endangered
2381,South Slavey,slavey du sud,eslavi meridional,Canada,CAN,xsl,Definitely endangered
832,Southeastern Pomo,pomo du sud-est,pomo suroriental,United States of America,USA,pom,Extinct
1486,Southeastern Tarahumara,tarahumara du sud-est,tarahumara suroriental,Mexico,MEX,tcu,Vulnerable
462,Southern Altay,altaï méridional,altái meridional,Russian Federation,RUS,alt,Definitely endangered
2164,Southern Ayta,ayta du sud,ayta meridional,Philippines,PHL,ays,Critically endangered
1264,Southern Chocho,chocho méridional,chochoteco meridional,Mexico,MEX,coz,Severely endangered
688,Southern East Cree,cree du sud-est,clisteno suroriental,Canada,CAN,crj,Vulnerable
261,Southern Haida,haida méridional,haida meridional,Canada,CAN,hax,Critically endangered
499,Southern Kamchadal,,,Russian Federation,RUS,,Extinct
677,Southern Khanty,khanty méridional,jantí meridional,Russian Federation,RUS,kca,Extinct
678,Southern Mansi,mansi du Sud,mansí meridional,Russian Federation,RUS,mns,Extinct
1473,Southern Paiute,paiute du sud,payuté meridional,United States of America,USA,ute,Severely endangered
836,Southern Pomo,pomo du sud,pomo meridional,United States of America,USA,peq,Critically endangered
679,Southern Selkup,selkoupe meridional,selcupo meridional,Russian Federation,RUS,sel,Critically endangered
817,Southern Sierra Miwok,miwok de la Sierra méridionale,miwokano serrano meridional,United States of America,USA,skd,Critically endangered
1539,Southern Tiwa (Isleta Pueblo),tiwa méridional (Pueblo Isleta),tiwa meridional (Isleta),United States of America,USA,tix,Definitely endangered
1538,Southern Tiwa (Sandia Pueblo),tiwa méridional (Pueblo Sandia),tiwa meridional (Sandía),United States of America,USA,tix,Definitely endangered
980,Southern Tlapanec,tlapanèque méridional,tlapaneco meridional,Mexico,MEX,,Severely endangered
2440,Southern Tujia,tujia du sud,tujia meridional,China,CHN,tjs,Severely endangered
2382,Southern Tutchone,tutchone du sud,tutchone meridional,Canada,CAN,tce,Critically endangered
910,Southern Zoque,zoque méridional,zoqué meridional,Mexico,MEX,,Definitely endangered
1483,Southwestern Tepehuan,tepehuan sud-occidental,tepehuano suroccidental,Mexico,MEX,tla,Vulnerable
990,Southwestern Tlapanec,tlapanèque sud-occidental,tlapaneco suroccidental,Mexico,MEX,,Vulnerable
2155,Sowa,sowa,sowa,Vanuatu,VUT,,Critically endangered
1279,Soyaltepec Mazatec,mazatèque de Soyaltepec,mazateco de Soyaltepec,Mexico,MEX,vmp,Vulnerable
1449,Soyot,soyote,tuva,Russian Federation,RUS,,Extinct
2715,Spiti,spiti,spiti,"India, Pakistan","IND, PAK",spt,Vulnerable
801,Spokane,spokane,espokane,United States of America,USA,spo,Critically endangered
2383,Squamish,squamish,esquihuamés,Canada,CAN,squ,Critically endangered
2461,Stieng,stieng,stieng,Cambodia,KHM,,Severely endangered
2384,Stoney,stoney,estoni,Canada,CAN,sto,Vulnerable
2385,Straits Salish,salish straits,straits salish,"Canada, United States of America","CAN, USA",str,Severely endangered
2705,Suarmin,suarmin,suarmín,Papua New Guinea,PNG,seo,Definitely endangered
96,Suba,suba,suba,"Kenya, United Republic of Tanzania","KEN, TZA","sxb, ssc",Vulnerable
1896,Subtiaba,subtiaba,subtiaba,Nicaragua,NIC,sut,Extinct
1100,Sulung,sulung,sulung,"China, India","CHN, IND",suv,Definitely endangered
2126,Sumariup,sumariup,sumariup,Papua New Guinea,PNG,siv,Severely endangered
1105,Sunwar,sunwar,sunwar,Nepal,NPL,suz,Vulnerable
1107,Surel,surel,surel,Nepal,NPL,,Critically endangered
2232,Suret,soureth,neo-arameo oriental,"Armenia, Iran (Islamic Republic of), Iraq, Syrian Arab Republic, Turkey","ARM, IRN, IRQ, SYR, TUR","aii, cld",Definitely endangered
1859,Suruahá,suruahá,suruahá,Brazil,BRA,swx,Vulnerable
2706,Susuami,susuami,susuami,Papua New Guinea,PNG,ssu,Critically endangered
1058,Svan,svane,svan,Georgia,GEO,sva,Definitely endangered
276,Swampy Cree,swampy cree,clisteno occidental,Canada,CAN,csw,Vulnerable
2255,Swoeng,swoeng,swoeng,Lao People's Democratic Republic,LAO,,Definitely endangered
1441,Taa,taa,engamaní,Botswana,BWA,nmn,Definitely endangered
2707,Taap,taap,wantoat,Papua New Guinea,PNG,wnc,Critically endangered
2331,Taba,taba,taba,Indonesia,IDN,mky,Vulnerable
1073,Tabasaran,tabassaran,tabasarano,Russian Federation,RUS,tab,Vulnerable
1500,Tabasco Náhuatl,náhuatl de Tabasco,nahua de Tabasco,Mexico,MEX,nhk,Critically endangered
1951,Tacana,tacana,tacana,Bolivia (Plurinational State of),BOL,tna,Definitely endangered
1995,Tacenwit,tacenwit,tacenwit,Algeria,DZA,cnu,Vulnerable
1327,Tafi,tafi,tafi,Ghana,GHA,tcd,Vulnerable
1289,Tagargrent,tagargrent,wargla,Algeria,DZA,oua,Severely endangered
979,Tagin,tagin,tagin,India,IND,,Vulnerable
2386,Tagish,tagish,tagís,Canada,CAN,tgx,Critically endangered
1721,Tagoi,tagoi,tagoí,Sudan,SDN,tag,Severely endangered
2387,Tahltan,tahltan,tahltan,Canada,CAN,tht,Critically endangered
2236,Tai Daeng,tai daeng,taidaén,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",tyr,Vulnerable
2237,Tai Neua,tai nüa,tainuá,Lao People's Democratic Republic,LAO,tdd,Vulnerable
1223,Tai Nora,tai nora,nora,India,IND,,Critically endangered
1222,Tai Phake,tai phake,phake,India,IND,phk,Severely endangered
1224,Tai Rong,tai-rong,tairong,India,IND,,Critically endangered
2127,Taiap,taiap,gapun,Papua New Guinea,PNG,gpn,Severely endangered
2567,Taikat,taikat,taikat,Indonesia,IDN,aos,Definitely endangered
2476,Tailoi,thaï loi,tailói,Myanmar,MMR,tlq,Critically endangered
2318,Taje,taje,taje,Indonesia,IDN,pee,Critically endangered
2617,Tajio,tajio,tajio,Indonesia,IDN,tdj,Vulnerable
1201,Takahanyilang,takahanyilang,takahanyilang,India,IND,nik,Critically endangered
1722,Talodi,talodi,talodí,Sudan,SDN,tlo,Critically endangered
2319,Taloki,taloki,taloki,Indonesia,IDN,tlk,Definitely endangered
2320,Talondo,talondo,talondo',Indonesia,IDN,tln,Definitely endangered
2410,Talu,talu,talu,China,CHN,yta,Vulnerable
1515,Talysh,talysh,talisí,"Azerbaijan, Iran (Islamic Republic of)","AZE, IRN",tly,Vulnerable
701,Tamaceq,tamaceq,tamacheq tahoua,Mali,MLI,taq,Definitely endangered
655,Tamahaq (Algeria),tamahaq (Algérie),tamahaq (Argelia),Algeria,DZA,thv,Vulnerable
1712,Tamahaq (Libya),tamahaq (Jamahiriya arabe libyenne),tamahaq (Libia),Libyan Arab Jamahiriya,LBY,thv,Definitely endangered
2065,Tamajeq,tamajeq,tamacheq tahoua,Niger,NER,thz,Vulnerable
560,Taman,taman,taman,Myanmar,MMR,tcl,Extinct
1114,Tamang,tamang,tamang,"India, Nepal","IND, NPL","taj, tge, tmk, tsf, tdg",Vulnerable
2059,Tamazight (Ait Rouadi),tamazight (Ait Rouadi),tamazight (Ait Rouadi),Morocco,MAR,rif,Extinct
2,Tamazight (Arzew),tamazight (Arzew),tamazight (Arzew),Algeria,DZA,rif,Critically endangered
699,Tamazight (Beni Iznassen),tamazight (Beni Iznassen),tamazight (Beni Iznassen),Morocco,MAR,rif,Definitely endangered
718,Tamazight (Tunisia),tamazight (Tunisie),tamazight (Túnez),Tunisia,TUN,rif,Severely endangered
2652,Tambotalo,tambotalo,tambotalo,Vanuatu,VUT,tls,Severely endangered
1644,Tamki,temki,tamki,Chad,TCD,tax,Critically endangered
1996,Tamzabit,tamzabit,tamzabit,Algeria,DZA,mzb,Vulnerable
159,Tanacross,tanacross,tanacross,United States of America,USA,tcb,Critically endangered
160,Tanaina,dena’ina,tanaina,United States of America,USA,tfn,Severely endangered
161,Tanana,tanana,tanana,United States of America,USA,taa,Critically endangered
2568,Tandia,tandia,tandia,Indonesia,IDN,tni,Extinct
2139,Tanema,tanema,tanema,Solomon Islands,SLB,tnw,Critically endangered
1220,Tangam,tangam,tangam,India,IND,adi,Critically endangered
1154,Tangkhul,tangkhul,tangkhul,India,IND,nmf,Vulnerable
561,Tanglang,tanglang,tanglang,China,CHN,ytl,Vulnerable
1104,Tangsa,tangsa,tangsa,India,IND,nst,Vulnerable
1502,Tangwang,tangwang,tangwang,China,CHN,,Definitely endangered
2137,Tanimbili,tanimbili,tanimbili,Solomon Islands,SLB,tbe,Severely endangered
2011,Tanimuca-Letuama,tanimuca-letuama,tanimuca-retuarã,Colombia,COL,tnc,Severely endangered
2043,Taokas,taokas,taokas,China,CHN,bzg,Extinct
875,Taos,taos,taos,United States of America,USA,twf,Definitely endangered
656,Tapayuna,tapayuna,tapayuna,Brazil,BRA,suy,Severely endangered
2153,Tape,tape,tape,Vanuatu,VUT,,Critically endangered
1960,Tapieté,tapieté,tapieté,"Argentina, Bolivia (Plurinational State of), Paraguay","ARG, BOL, PRY",tpj,Severely endangered
1872,Tapirapé,tapirapé,tapirapé,Brazil,BRA,taf,Vulnerable
562,Tarao,tarao,tarao,India,IND,tro,Critically endangered
1847,Tariana (Brazil),tariana (Brésil),tariano (Brasil),Brazil,BRA,tae,Critically endangered
2017,Tariana (Colombia),tariana (Colombie),tariano (Colombia),Colombia,COL,tae,Critically endangered
2028,Taroko,taroko,taroko,China,CHN,trv,Vulnerable
2569,Tarpia,tarpia,tarpia,Indonesia,IDN,suf,Severely endangered
2259,Taruang,darang deng,digarú,"China, India, Myanmar","CHN, IND, MMR",mhu,Vulnerable
1982,Taruma,taruma,taruma,Guyana,GUY,,Critically endangered
3,Tasnusit,tasnusit,tasnusit,Algeria,DZA,,Severely endangered
1059,Tat,tat,tatí musulmán,Azerbaijan,AZE,ttt,Severely endangered
1495,Tati,tati,tatí,Iran (Islamic Republic of),IRN,"avd, esh, goz, hrz, kgn, okh, rat, rdb, shm, tks, tov, vmh, xkj, xkc, xkp",Definitely endangered
2012,Tatuyo,tatuyo,tatuyo,Colombia,COL,tav,Definitely endangered
2708,Taulil,taulil,taulil-butam,Papua New Guinea,PNG,tuh,Vulnerable
2570,Tause,tause,tause,Indonesia,IDN,tad,Vulnerable
657,Taushiro,taushiro,tausiro,Peru,PER,trr,Critically endangered
1866,Tawahka,tawahka,tawahka,Honduras,HND,sum,Severely endangered
2571,Taworta,taworta,taworta,Indonesia,IDN,tbp,Vulnerable
2027,Tayal,tayal,atayal,China,CHN,tay,Vulnerable
2162,Tayurayt,tayurayt,tayurayt,Algeria,DZA,,Vulnerable
2163,Taznatit,taznatit,taznatit,Algeria,DZA,grr,Severely endangered
457,Tazy,taz,tazy,Russian Federation,RUS,,Severely endangered
1748,Tchitchege,tchitchege,tchitchege,Gabon,GAB,tck,Definitely endangered
1328,Tchumbuli,tchumbuli,tchumbuli,Benin,BEN,bga,Critically endangered
2613,Te'un (Seram Island),te'un (île de Seram),teun (isla Seram),Indonesia,IDN,tve,Definitely endangered
2612,Te'un (Te'un Island),te'un (île de Te'un),teun (isla Te'un),Indonesia,IDN,tve,Extinct
2627,Teanu,teanu,teanu,Solomon Islands,SLB,tkw,Definitely endangered
1287,Tecóatl Mazatec,mazatèque de Tecoatl,mazateco de Tecóatl,Mexico,MEX,maa,Vulnerable
658,Tehuelche,tehuelche,tehuelche,Argentina,ARG,teh,Critically endangered
1368,Teko,teko,teco,Mexico,MEX,ttc,Severely endangered
1830,Tektitek,tektitèque,tectiteco,Guatemala,GTM,ttc,Definitely endangered
1696,Tembé,tembé,tembé,Brazil,BRA,tqb,Severely endangered
1723,Temein,temein,temeino,Sudan,SDN,teq,Severely endangered
2296,Temiar,temiar,temiar,Malaysia,MYS,tea,Definitely endangered
2458,Tempuan,tempuan,tempuan,Cambodia,KHM,,Severely endangered
2284,Temuan,temuan,temuano,Malaysia,MYS,tmw,Severely endangered
2128,Tench,tench,tenis,Papua New Guinea,PNG,tns,Critically endangered
1849,Tenharim,tenharím,tenharim,Brazil,BRA,pah,Severely endangered
54,Tennet,tennet,tenet,Sudan,SDN,tex,Vulnerable
416,Ter Saami,saami ter,saamí de Ter,Russian Federation,RUS,sjt,Critically endangered
1959,Terena,terêna,tereno,Brazil,BRA,ter,Severely endangered
1885,Teribe (Costa Rica),teribe (Costa Rica),naso (Costa Rica),Costa Rica,CRI,tfr,Critically endangered
1899,Teribe (Panama),teribe (Panama),naso (Panamá),Panama,PAN,tfr,Definitely endangered
1724,Tese,tese,tese,Sudan,SDN,keg,Critically endangered
2064,Tetete,tetete,tetete,Ecuador,ECU,teb,Extinct
2210,Tetserret,tetserret,tetserret,Niger,NER,,Severely endangered
1540,Tewa (Arizona),tewa (Arizona),tehua (Arizona),United States of America,USA,tew,Definitely endangered
877,Tewa (New Mexico),tewa (Nouveau-Mexique),tehua (Nuevo México),United States of America,USA,tew,Severely endangered
911,Texistepecan,texistepèque,popoluca de Texistepeco,Mexico,MEX,poq,Severely endangered
2080,Thaayorre,thayore,tayore,Australia,AUS,thd,Definitely endangered
1161,Thado,thado,chin tado,India,IND,tcz,Vulnerable
1115,Thakali,thakali,thakali,Nepal,NPL,ths,Vulnerable
1116,Thangmi,thangmi,thangmi,Nepal,NPL,thf,Definitely endangered
2041,Thao,thao,thao,China,CHN,ssf,Critically endangered
173,Tharkarri,tharkarri,dalanchi,Australia,AUS,dhl,Critically endangered
563,Thavung (Laos),thavung (République démocratique populaire lao),thavung (Laos),"Lao People's Democratic Republic, Thailand","LAO, THA",thm,Definitely endangered
1003,Thavung (Thailand),thavung (Thaïlande),thavung (Tailandia),Thailand,THA,thm,Severely endangered
2195,Theen,theen,theen,Lao People's Democratic Republic,LAO,,Severely endangered
2388,Thompson,thompson,nikutamú,Canada,CAN,thp,Severely endangered
1109,Thulung,thulung,thulungo,Nepal,NPL,tdh,Definitely endangered
57,Thuri,thuri,thuri,Sudan,SDN,thu,Vulnerable
2321,Tialo,tialo,tomini,Indonesia,IDN,txm,Vulnerable
742,Ticuna,tikuna,ticuna,"Brazil, Colombia, Peru","BRA, COL, PER",tca,Definitely endangered
2181,Tidikelt,tidikelt,tidikelt,Algeria,DZA,tia,Critically endangered
934,Tilapa Otomí,otomí de Tilapa,otomí de Tilapa,Mexico,MEX,otl,Severely endangered
799,Tillamook,tillamook,tilamuco,United States of America,USA,til,Extinct
446,Tilung,tilung,halesidanda,Nepal,NPL,tij,Critically endangered
1725,Tima,tima,tima,Sudan,SDN,tms,Severely endangered
1194,Tinan,tinan,tinan,"China, India","CHN, IND",lbf,Definitely endangered
1060,Tindi,tindi,tindi,Russian Federation,RUS,tin,Definitely endangered
1726,Tingal,tingal,tingal,Sudan,SDN,tie,Definitely endangered
314,Tinigua,tinigua,tinigua,Colombia,COL,tit,Critically endangered
724,Tipai (Mexico),tipai (Mexique),tipai (México),Mexico,MEX,dih,Severely endangered
845,Tipai (United States of America),diegueño (États-Unis d'Amérique),tipai (Estados Unidos),United States of America,USA,dih,Severely endangered
2483,Tirahi,tirahi,tirahí,Afghanistan,AFG,tra,Critically endangered
2499,Tiri,tîrî,tiri,New Caledonia (France),NCL,"tir, meg",Definitely endangered
1740,Tirma,tirma,tirma,Sudan,SDN,suq,Critically endangered
1173,Tiwa,tiwa,tigua,India,IND,lax,Definitely endangered
233,Tiwi,tiwi,tiví,Australia,AUS,tiw,Vulnerable
923,Tlachichilco Tepehua,tepehua de Tlachichilco,tepehuano de Tlachichilco,Mexico,MEX,tpt,Definitely endangered
937,Tlahuica,tlahuica,tlahuica,Mexico,MEX,ocu,Severely endangered
2389,Tlingit (Canada),tlingit (Canada),coluchano (Canadá),Canada,CAN,tli,Critically endangered
278,Tlingit (United States of America),tlingit (États-Unis d'Amérique),coluchano (Estados Unidos),United States of America,USA,tli,Critically endangered
659,Toba,toba,toba,Argentina,ARG,tob,Definitely endangered
2188,Toba-Maskoy,toba-maskoy,toba-mascói,Paraguay,PRY,tmf,Severely endangered
2618,Tobada',tobada,tobada',Indonesia,IDN,tdj,Extinct
