index	longitude	latitude	language_diversity	mgs	land_coverage	weighted_endemism	ID_ISO_A2	LANG_ISO	new.mgs
220	220	-500937.708569728	517591.87363177	120	9	0.48	104.5	aka-gh sef-ci bci-ci any-ci mku-gn dag-gh gxx-ci kzc-ci jod-ci goa-ci tgw-ci daf-ci abr-gh dyi-ci wss-gh gjn-gh bet-ci jud-ci mxx-ci ati-ci gbo-lr sfw-gh gkp-gn dic-ci bjw-ci krw-lr dyu-ci nku-ci god-ci kga-ci klu-lr daf-lr mev-lr tod-gn abr-ci ada-gh aba-ci kfo-ci nwb-ci pye-ci kqo-lr lob-ci krn-lr mzj-gn bfo-bf gud-ci nzi-gh knu-gn btg-ci ted-ci mzw-gh wlx-gh any-gh biv-gh neb-ci tja-lr ggu-ci plr-ci wob-ci bev-ci ncu-gh mev-gn gaa-gh nfr-gh grv-lr sev-ci ggb-lr jwi-gh adj-ci glr-lr ktj-ci abu-ci abi-ci nzi-ci grj-lr ebr-ci biv-ci kwp-ci nnu-gh vag-gh kyf-ci wec-ci gry-lr nhb-ci afu-gh mtb-ci kye-gh ald-ci kzc-gh das-ci aha-gh krw-ci naw-gh moa-ci wan-ci kxb-ci ney-ci gwa-ci avi-ci oub-ci lig-gh hwa-ci gec-lr ahp-ci saf-gh eot-ci oub-lr hag-gh cpn-gh kph-gh ahi-ci yre-ci lig-ci lar-gh cll-gh daf-gn ega-ci ahm-ci mka-ci jmr-gh	aka sef bci any mku dag gxx kzc jod goa tgw daf abr dyi wss gjn bet jud mxx ati gbo sfw gkp dic bjw krw dyu nku god kga klu daf mev tod abr ada aba kfo nwb pye kqo lob krn mzj bfo gud nzi knu btg ted mzw wlx any biv neb tja ggu plr wob bev ncu mev gaa nfr grv sev ggb jwi adj glr ktj abu abi nzi grj ebr biv kwp nnu vag kyf wec gry nhb afu mtb kye ald kzc das aha krw naw moa wan kxb ney gwa avi oub lig hwa gec ahp saf eot oub hag cpn kph ahi yre lig lar cll daf ega ahm mka jmr	281
221	221	500937.708569735	517591.87363177	301	9	0.41	272.833333333333	yor-ng aka-gh bba-bj tiv-ng ibo-ng kbp-tg gbr-ng las-tg dag-gh nup-ng kdh-tg ijc-ng igl-ng gby-ng ewe-tg bin-ng ewe-gh xon-gh dio-ng nmz-tg fon-bj igb-ng bba-ng bdu-cm cbj-bj ife-tg bzw-ng idu-ng etu-ng ada-gh ish-ng bus-ng pil-bj mxl-bj agc-ng tbz-bj ets-ng urh-ng bky-ng etu-cm gwn-ng dje-ng beh-bj xon-tg kpo-tg ibb-ng its-ng ukw-ng ijs-ng bqp-ng ajg-bj izi-ng ige-ng ajg-tg ayb-bj ikw-ng bud-tg cla-ng kul-ng nqg-bj dop-bj idd-bj efi-ng afo-ng wci-tg ncu-gh ged-ng gaa-gh iso-ng fue-bj fpe-gq bvb-gq xkb-bj ife-bj ala-ng bqv-ng usk-cm ica-bj kwl-ng mfn-ng anw-ng okr-ng kug-ng bom-ng ann-ng blo-bj ijn-ng bqm-cm keu-tg xsh-ng zhi-ng jab-ng opa-ng aks-tg ego-ng mgi-ng sur-ng cri-st acd-gh ade-tg kdp-ng krp-cm mda-ng ekp-ng ema-ng kez-ng guw-ng mma-ng yes-ng kka-ng yba-ng jub-ng kye-gh akf-ng sxw-bj ndd-ng ayg-tg kdm-ng ade-gh ogb-ng orx-ng iko-ng naw-gh lef-gh gpa-ng umm-ng wem-bj nqk-bj ntr-gh guw-bj adq-gh uya-ng yay-ng rin-ng eka-ng xwe-bj aug-bj xkb-tg nbr-ng abn-ng org-ng nbo-ng kqk-bj kef-tg ijj-bj blo-tg isi-ng nin-ng las-bj erh-ng ogc-ng bqg-tg kbp-bj xwl-bj ibm-ng byc-ng nbb-ng akd-ng oke-ng aqg-ng afe-ng bkv-ng bcs-ng kme-cm ekr-ng ldb-ng tfi-bj bky-cm mxl-tg kes-ng ntr-tg aaa-ng odu-ng ulb-ng ukq-ng wci-bj eze-ng enw-ng ofu-ng epi-ng kmi-ng atg-ng iya-ng uha-ng adu-ng ibn-ng evh-ng ukp-ng ahs-ng yaz-ng oso-ng ehu-ng uku-ng cib-bj gwx-gh nko-gh mfo-ng enn-ng akp-gh eke-ng nbp-ng gbx-bj ikk-ng ogo-ng ahn-ng gbs-bj abm-ng ogg-ng oks-ng kcf-ng krp-ng aye-ng usk-ng gej-tg aik-ng scw-ng iby-ng uji-ng mgj-ng itm-ng okb-ng bud-gh bqa-bj ibe-ng fod-bj bbs-ng ikp-ng agb-ng ibi-ng vki-ng ibr-ng aoa-st mmf-ng jid-ng bov-gh adq-tg nkz-ng nkx-ng mae-ng ide-ng uda-ng kbz-ng ilv-ng ogu-ng avn-gh efa-ng deg-ng ybj-ng alf-ng ahl-tg gkn-ng ids-ng elm-ng obu-ng nfd-ng okx-ng itw-ng ebg-ng okd-ng ayk-ng snw-gh etb-ng kkm-ng ije-ng wud-tg tdv-ng bvj-ng afn-ng eki-ng hoe-ng igw-ng une-ng lip-gh orr-ng kcc-ng tkq-ng olm-ng env-ng nyb-gh gbh-bj cll-gh ihi-ng uok-ng iki-ng tcd-gh sxs-ng aab-ng fon-tg lgq-gh gej-bj xwl-tg gne-ng kni-ng nfk-ng nfg-ng nns-ng kpo-gh anf-gh oda-ng xab-ng ayu-ng	yor aka bba tiv ibo kbp gbr las dag nup kdh ijc igl gby ewe bin ewe xon dio nmz fon igb bba bdu cbj ife bzw idu etu ada ish bus pil mxl agc tbz ets urh bky etu gwn dje beh xon kpo ibb its ukw ijs bqp ajg izi ige ajg ayb ikw bud cla kul nqg dop idd efi afo wci ncu ged gaa iso fue fpe bvb xkb ife ala bqv usk ica kwl mfn anw okr kug bom ann blo ijn bqm keu xsh zhi jab opa aks ego mgi sur cri acd ade kdp krp mda ekp ema kez guw mma yes kka yba jub kye akf sxw ndd ayg kdm ade ogb orx iko naw lef gpa umm wem nqk ntr guw adq uya yay rin eka xwe aug xkb nbr abn org nbo kqk kef ijj blo isi nin las erh ogc bqg kbp xwl ibm byc nbb akd oke aqg afe bkv bcs kme ekr ldb tfi bky mxl kes ntr aaa odu ulb ukq wci eze enw ofu epi kmi atg iya uha adu ibn evh ukp ahs yaz oso ehu uku cib gwx nko mfo enn akp eke nbp gbx ikk ogo ahn gbs abm ogg oks kcf krp aye usk gej aik scw iby uji mgj itm okb bud bqa ibe fod bbs ikp agb ibi vki ibr aoa mmf jid bov adq nkz nkx mae ide uda kbz ilv ogu avn efa deg ybj alf ahl gkn ids elm obu nfd okx itw ebg okd ayk snw etb kkm ije wud tdv bvj afn eki hoe igw une lip orr kcc tkq olm env nyb gbh cll ihi uok iki tcd sxs aab fon lgq gej xwl gne kni nfk nfg nns kpo anf oda xab ayu	238
222	222	1502813.1257092	517591.87363177	441	11	0.98	400.833333333333	hau-ng axk-cg bkc-cm fan-ga ewo-cm bum-cm fan-cm bpd-cf fub-cm gya-cm mzv-cf gya-cf tiv-ng koq-ga fan-gq gso-cf vut-cm fub-ng bdt-cf sba-td bas-cm gbv-cf bqk-cf mdd-cm dur-cm gmm-cm ngg-cf gbq-cf ccg-ng bkw-cg mwm-td mcp-cm gbp-cf ozm-cm kbn-cf bax-cm lap-td nbm-cf tik-cm mdt-cg dgk-cf yaj-cf mzm-ng akw-cg axk-cf sqm-cf biz-cd mgg-cm gdi-cf kkj-cm bdu-cm pfe-cm nmc-cf ksp-cf mua-td nmc-td mcx-cf eto-cm jar-ng dbm-ng bau-ng bff-cf jbu-ng yer-ng aiy-cf zmx-cg nra-ga mse-td bok-cg bkh-cm gqr-td jib-ng juk-ng kwc-cg gvl-td baz-cm bky-ng etu-cm bjv-td kbn-cm beb-cm pnz-cf lme-cm myb-td gyi-cm hed-td mge-td bcy-ng tng-td ver-ng lse-cd kzr-cm sor-td dow-cm ken-cm mdn-cf ksp-td bvx-cg cla-ng kul-ng bkj-cf tmc-td bni-cd nzy-td sgi-cm lfa-cm juh-ng anv-cm ank-ng mua-cm lme-td nmg-cm mzk-ng bui-cg dua-cm lns-cm bss-cm dai-td bag-cm bta-ng sak-ga mkk-cm kwl-ng mcx-cm mpg-td bsi-cm mbo-cm nnc-td bxp-cm anc-ng byv-cm mhb-ga kwu-cm ndr-cm myb-cf mcu-cm ndi-cm sba-cm pmm-cm bwt-cm xuo-td bta-cm nza-cm bkc-ga ndi-ng bqm-cm bbj-cm njy-cm lmp-cm bmw-cg bgf-cm nml-cm ich-ng kub-ng mbu-ng fal-cm kbs-ga koq-cg ndr-ng sur-ng ags-cm mgo-cm mvh-td sox-cm fmp-cm isu-cm pnz-cm tdq-ng yam-cm bqz-cm mdu-cg bri-cm cfa-ng bkm-cm pip-ng biw-cm jub-ng nnz-cm lln-td ybl-ng wok-cm nui-gq cfg-ng ybb-cm mzd-cm juo-ng nnn-td kqp-td nwe-cm yko-cm dae-cm bxc-gq zim-td nmj-cf bnm-cm gab-td ldh-ng pmm-cg bmv-cm ksf-cm yas-cm www-cm nge-cm mdd-cf knp-cm yen-ng klc-cm lem-cm bkw-ga syi-gq kzr-td abb-cm mhk-cm nmg-gq btc-cm piy-ng mtl-ng bil-ng ass-cm ngn-cm ngd-cf lap-cf jbu-cm bux-ng ttb-ng utr-ng bec-cm kdz-cm nfu-cm ncp-cm uta-ng bnm-gq bvg-cm mct-cm afe-ng nhu-cm ldp-ng kvf-td mcs-cm bkv-ng cky-ng btt-ng kme-cm muo-ng mmu-cm pny-cm gya-cg bec-ng oku-cm bky-cm kkj-cf bzy-ng nla-cm jrr-ng muo-cm myg-cm doh-ng ekm-cm mjs-ng jen-ng bys-ng ngy-cm nza-ng brt-cm mff-cm bcv-ng nnh-cm bbx-cm kkj-cg tal-ng mcx-cg bfm-cm gmn-cm bko-cm bka-ng lmx-cm mtk-cm xuo-cm ngj-cm ndu-cm kmy-cm bzz-cm bby-cm kmy-ng bng-gq nra-cg ukp-ng mnf-cm kdx-ng kmp-cm bav-cm pai-ng bbk-cm kpk-ng kvm-cm kwb-ng klo-ng ksm-ng agq-cm bbi-cm iyo-cm bvm-cm nkc-cm tdo-ng kcs-ng fan-cg btu-ng gyi-gq xmg-cm bbu-ng brt-ng fie-ng syi-ga baf-cm bfp-cm yat-cm ver-cm dmo-cm uiv-ng szv-cm bzv-cm bfd-cm mfd-cm ldk-ng azo-cm ato-cm bmw-cm gwg-ng pbl-ng tdl-ng pnz-td yav-cm uiv-cm bmo-cm abo-ng ael-cm yko-gq emn-cm ndn-cg lak-ng ncr-cm gya-ng fam-ng bng-ga kfn-cm jgo-cm bqt-cm asj-cm byp-ng bxs-cm jrt-ng pcw-ng bsx-ng kuh-ng gmd-ng uba-ng geg-ng ktc-ng xmb-cm ukh-cf njy-cg bgf-cg ldo-ng add-cm wav-ng bbq-cm alf-ng hij-cm nzy-cm mko-ng pbn-ng kow-ng bcn-ng bse-cm juw-ng vut-ng bgu-cm goy-td kub-cm lmp-ng nsh-cm thy-ng bce-cm mlb-cm tdk-ng gek-ng tiv-cm mea-cm ckx-cm ndb-cm mcj-ng nmi-ng ybl-cm bqo-cm hoe-ng bkw-cm bzz-ng wom-ng baw-cm bgu-ng nnx-cm bfj-cm dii-cm bbw-cm jms-ng bgj-cm fak-cm ost-cm amb-ng nbv-cm mij-cm aku-cm aku-ng cug-cm twn-cm weh-cm buz-ng nuh-ng add-ng bqw-ng yam-ng kfl-cm ttf-cm njj-cm boe-cm bnz-cm muc-cm kid-cm zhw-cm mru-cm pmn-cm obl-cm gke-cm acb-ng fum-ng kwq-ng vit-ng lns-ng byf-ng dmm-cm kgt-ng	hau axk bkc fan ewo bum fan bpd fub gya mzv gya tiv koq fan gso vut fub bdt sba bas gbv bqk mdd dur gmm ngg gbq ccg bkw mwm mcp gbp ozm kbn bax lap nbm tik mdt dgk yaj mzm akw axk sqm biz mgg gdi kkj bdu pfe nmc ksp mua nmc mcx eto jar dbm bau bff jbu yer aiy zmx nra mse bok bkh gqr jib juk kwc gvl baz bky etu bjv kbn beb pnz lme myb gyi hed mge bcy tng ver lse kzr sor dow ken mdn ksp bvx cla kul bkj tmc bni nzy sgi lfa juh anv ank mua lme nmg mzk bui dua lns bss dai bag bta sak mkk kwl mcx mpg bsi mbo nnc bxp anc byv mhb kwu ndr myb mcu ndi sba pmm bwt xuo bta nza bkc ndi bqm bbj njy lmp bmw bgf nml ich kub mbu fal kbs koq ndr sur ags mgo mvh sox fmp isu pnz tdq yam bqz mdu bri cfa bkm pip biw jub nnz lln ybl wok nui cfg ybb mzd juo nnn kqp nwe yko dae bxc zim nmj bnm gab ldh pmm bmv ksf yas www nge mdd knp yen klc lem bkw syi kzr abb mhk nmg btc piy mtl bil ass ngn ngd lap jbu bux ttb utr bec kdz nfu ncp uta bnm bvg mct afe nhu ldp kvf mcs bkv cky btt kme muo mmu pny gya bec oku bky kkj bzy nla jrr muo myg doh ekm mjs jen bys ngy nza brt mff bcv nnh bbx kkj tal mcx bfm gmn bko bka lmx mtk xuo ngj ndu kmy bzz bby kmy bng nra ukp mnf kdx kmp bav pai bbk kpk kvm kwb klo ksm agq bbi iyo bvm nkc tdo kcs fan btu gyi xmg bbu brt fie syi baf bfp yat ver dmo uiv szv bzv bfd mfd ldk azo ato bmw gwg pbl tdl pnz yav uiv bmo abo ael yko emn ndn lak ncr gya fam bng kfn jgo bqt asj byp bxs jrt pcw bsx kuh gmd uba geg ktc xmb ukh njy bgf ldo add wav bbq alf hij nzy mko pbn kow bcn bse juw vut bgu goy kub lmp nsh thy bce mlb tdk gek tiv mea ckx ndb mcj nmi ybl bqo hoe bkw bzz wom baw bgu nnx bfj dii bbw jms bgj fak ost amb nbv mij aku aku cug twn weh buz nuh add bqw yam kfl ttf njj boe bnz muc kid zhw mru pmn obl gke acb fum kwq vit lns byf dmm kgt	285
223	223	2504688.54284866	517591.87363177	140	10	1	114.866666666667	apd-sd lol-cd zne-cd axk-cg bfl-cf dik-sd ngc-cd kmw-cd bpd-cf nxd-cd rou-td bww-cd mzv-cf zne-cf mdj-cd nga-cd liy-cf bcp-cd ngb-cd mdq-cd agh-cd nzk-cf lej-cd rou-cf gbv-cf bqk-cf khy-cd bja-cd sbz-cf ngg-cf lmi-cd kcm-cf bjo-cf kwv-td tmv-cd kzy-cd mwm-td tor-cf brm-cd lnl-cf gbp-cf zmz-cd kwg-td bbm-cd nbm-cf mfc-cd dgk-cf pae-cd axk-cf lna-cf loq-cd nbw-cd biz-cd koj-cf nmc-cf zms-cd krs-sd nmc-td mnh-cd pof-cd ndy-cf aiy-cf liz-cd loo-cd bok-cg ndw-cd fuu-cd nzk-cd bbp-cf yul-sd lna-cd gbg-cd yul-cf thu-sd kpl-cd bjo-cd ndy-td bvi-sd lse-cd mdn-cf boh-cd bws-cd bni-cd lgz-cd gix-cd yky-cf bpd-sd bjo-sd bfl-sd bqk-sd gox-cd msj-cd myb-cf vae-cf lie-cd gey-cd nbm-cd ndl-cd tor-cd soc-cd bdj-sd asv-cd nga-cg bzo-cd nuu-cd bkp-cd dzn-cd kty-cd tug-td moj-cg fom-cd bml-cd gyg-cf deq-cf mgn-cf njl-sd fer-sd bzm-cd bmg-cd kcm-sd gbg-cf mwz-cd bkt-cd tor-sd kbj-cd kuw-cf aja-sd bkg-cf ndt-cd snj-cf myj-sd moj-cd zmz-cg moj-cf idr-sd geq-cf kym-cf bkg-cd yng-cd gox-cf fuu-cf	apd lol zne axk bfl dik ngc kmw bpd nxd rou bww mzv zne mdj nga liy bcp ngb mdq agh nzk lej rou gbv bqk khy bja sbz ngg lmi kcm bjo kwv tmv kzy mwm tor brm lnl gbp zmz kwg bbm nbm mfc dgk pae axk lna loq nbw biz koj nmc zms krs nmc mnh pof ndy aiy liz loo bok ndw fuu nzk bbp yul lna gbg yul thu kpl bjo ndy bvi lse mdn boh bws bni lgz gix yky bpd bjo bfl bqk gox msj myb vae lie gey nbm ndl tor soc bdj asv nga bzo nuu bkp dzn kty tug moj fom bml gyg deq mgn njl fer bzm bmg kcm gbg mwz bkt tor kbj kuw aja bkg ndt snj myj moj zmz moj idr geq kym bkg yng gox fuu	280
224	224	3506563.95998812	517591.87363177	185	9	1	161.583333333333	gaz-et zne-cd nus-sd tuv-ke dik-sd kmw-cd lug-ug guk-et dip-sd zne-cf ach-ug mdj-cd efe-cd bfa-sd les-cd bcp-cd kdj-ug dib-sd toq-sd pko-ke zne-sd nyn-ug shk-sd anu-et laj-ug mur-sd nyo-ug teo-ug lmi-cd nnb-cd ttj-ug dks-sd bhy-cd mym-et kzy-cd mdi-cd luo-ke log-cd xog-ug nus-et bip-cd brm-cd mqu-sd lot-sd mfz-sd mgd-sd buu-cd bxb-sd kbr-et mpe-et ruc-ug lwo-sd ndk-cd mhi-ug tuy-ke bex-sd led-cd mgc-sd moy-et alz-cd niq-ke mhi-sd xom-sd eyo-ke zmw-cd muh-sd mdm-cd bxk-ke did-sd anu-sd bdh-sd lgg-ug dsh-et enb-ke lno-sd thu-sd alz-ug avu-sd kkq-cd blm-sd bvi-sd mdk-cd koo-ug snm-ug bbe-cd ach-sd keo-sd muz-et mdx-et lgg-cd avu-cd myx-ug ndp-cd she-et loh-sd suq-et ndz-sd bcq-et luc-ug brf-cd nix-cd kmq-et keo-cd spy-ke oki-ke kdi-ug muh-cd atu-sd nnj-et doo-cd gwr-ug lik-cd kpz-ug nlj-cd lky-sd msj-cd bct-cd dsh-ke bot-sd lpx-sd omi-cd lul-sd nuj-ug myo-et koe-et koe-sd lke-ug rub-ug adh-ug lgn-sd mur-et bdh-cd bdj-sd tuv-et ida-ke ikx-ug tec-ke ddd-sd kbo-sd gbn-sd lsm-ug teo-ke suq-sd niy-cd hoz-et gti-cd nle-ke teu-ug sze-et pko-ug lwg-ke keo-ug lko-ke nwm-sd xom-et sbf-et bqu-cd lts-ke lkb-ke lgn-et mxh-cd kbo-cd lsm-ke tlj-cd rag-ke koo-cd lri-ke lkr-sd nyd-ke tlj-ug bfa-ug rwm-ug lrm-ke vau-cd ndp-ug led-ug lto-ke bbp-sd rwm-cd nyc-cd tex-sd swf-cd lks-ke udu-et	gaz zne nus tuv dik kmw lug guk dip zne ach mdj efe bfa les bcp kdj dib toq pko zne nyn shk anu laj mur nyo teo lmi nnb ttj dks bhy mym kzy mdi luo log xog nus bip brm mqu lot mfz mgd buu bxb kbr mpe ruc lwo ndk mhi tuy bex led mgc moy alz niq mhi xom eyo zmw muh mdm bxk did anu bdh lgg dsh enb lno thu alz avu kkq blm bvi mdk koo snm bbe ach keo muz mdx lgg avu myx ndp she loh suq ndz bcq luc brf nix kmq keo spy oki kdi muh atu nnj doo gwr lik kpz nlj lky msj bct dsh bot lpx omi lul nuj myo koe koe lke rub adh lgn mur bdh bdj tuv ida ikx tec ddd kbo gbn lsm teo suq niy hoz gti nle teu sze pko lwg keo lko nwm xom sbf bqu lts lkb lgn mxh kbo lsm tlj rag koo lri lkr nyd tlj bfa rwm lrm vau ndp led lto bbp rwm nyc tex swf lks udu	234
225	225	4508439.37712758	517591.87363177	81	7	0.97	65.0333333333333	som-so som-et gax-et amh-et gax-ke som-ke gaz-et aar-et ymm-so tuv-ke orc-ke hae-et guk-et mas-ke saq-ke kik-ke pko-ke gax-so rel-ke gmo-et tqq-so mym-et amf-et dbr-so jii-so wal-et kbr-et mer-ke tuy-ke sid-et hdy-et aiw-et dsh-et gex-so muu-ke muz-et stv-et sgw-et kqy-et alw-et bcq-et arv-et gwd-et oki-ke thk-ke jnj-et ssn-ke tsb-et ktb-et mdy-et dsh-ke bst-et gdl-et gru-et bji-et drs-et kxc-et ior-et tuv-et dim-et mfx-et noz-et agj-et zwa-et bji-ke liq-et xma-so cra-et mws-ke zay-et wle-et doz-et dox-et mvz-et oyd-et gyl-et kxh-et xwg-et kcx-et bsw-et bxe-et har-et	som som gax amh gax som gaz aar ymm tuv orc hae guk mas saq kik pko gax rel gmo tqq mym amf dbr jii wal kbr mer tuy sid hdy aiw dsh gex muu muz stv sgw kqy alw bcq arv gwd oki thk jnj ssn tsb ktb mdy dsh bst gdl gru bji drs kxc ior tuv dim mfx noz agj zwa bji liq xma cra mws zay wle doz dox mvz oyd gyl kxh xwg kcx bsw bxe har	106
226	226	5510314.79426705	517591.87363177	3	8	0.32	1.03333333333333	som-so som-et ymm-so	som som ymm	42
227	227	6512190.21140651	517591.87363177	0	9	0	0	NA	NA	NA
228	228	7514065.62854597	517591.87363177	0	11	0	0	NA	NA	NA
229	229	8515941.04568544	517591.87363177	14	11	0.06	9.33333333333333	tam-in sin-lk mal-in tam-lk kev-in ull-in ved-lk mjr-in div-mv mjp-in sci-lk mjo-in div-in idb-lk	tam sin mal tam kev ull ved mjr div mjp sci mjo div idb	282
230	230	9517816.4628249	517591.87363177	5	10	0.02	2.33333333333333	sin-lk tam-lk ved-lk sci-lk idb-lk	sin tam ved sci idb	286.5
231	231	10519691.8799644	517591.87363177	24	12	0.08	17.95	zlm-id jav-id sou-th min-id ace-id bbc-id akb-id btx-id gay-id nia-id bts-id btd-id btz-id smr-id nik-in skh-id ncb-in urk-th sii-in mwt-th caq-in tef-in mkm-th crv-in	zlm jav sou min ace bbc akb btx gay nia bts btd btz smr nik skh ncb urk sii mwt caq tef mkm crv	366
232	232	11521567.2971038	517591.87363177	51	12	0.31	43.3666666666667	zlm-id vie-vn sou-th zlm-my min-id khm-vn bbc-id btm-id szc-my meo-my akb-id mfa-th sea-my tea-my btq-my sza-my jak-my zmi-my dup-id jhi-my bts-id mnq-my kns-my tnz-th lce-id tmw-my jah-my mhe-my lnh-my tmo-my ors-my mzt-my cwg-my dup-my zlm-sg lcf-id urk-th kns-th mwt-th knq-my orn-my ors-sg mbf-my knq-th ssm-my tnz-my meo-th sbo-my ccm-my mcm-my mbf-sg	zlm vie sou zlm min khm bbc btm szc meo akb mfa sea tea btq sza jak zmi dup jhi bts mnq kns tnz lce tmw jah mhe lnh tmo ors mzt cwg dup zlm lcf urk kns mwt knq orn ors mbf knq ssm tnz meo sbo ccm mcm mbf	366
233	233	12523442.7142433	517591.87363177	149	12	0.34	127.783333333333	zlm-id zlm-my iba-my otd-id xdy-id xkl-id vkt-id knl-id knx-id iba-id bfg-id tid-id mxd-id dtb-my xkn-id sge-id dtp-my sbx-id mvv-my tjg-id mqg-id put-id puj-id xke-id duq-id hov-id tsg-my scg-id sya-id kzi-my pni-id kxd-my pez-my sjb-id txa-my pud-id sbr-id xkl-my bvk-id xem-id plz-my byd-id djo-id mtd-id lnd-my ssb-my emb-id bqr-id lnd-id mel-my bei-id xay-id lra-id kys-my rir-id whu-id bhv-id drg-my sne-my kxd-bn sdo-my kzj-my dmg-my xkd-id iba-bn pne-my whk-id mvv-id puc-id kzi-id bdr-my ree-my xky-my snv-id beg-bn bnb-my dro-my xky-id bth-my tih-my snb-my sre-id bny-my tmn-id sib-my knx-my mqq-my ulu-id nrm-my bsb-bn kyi-my kqr-my kzs-my kqv-id slg-id ttg-bn tgb-my slg-my bkn-id ruu-my bsb-my sdo-id pwm-ph bsy-my kxi-my pna-my kqv-my zbe-my sdx-my lgi-id kxn-my kzt-my bth-id low-my blg-my bdg-my ttw-my bkn-my dtr-my lkj-my zbc-my sbr-my puf-id ill-my kqt-my sjm-my sse-my lra-my lnd-bn txx-my skp-my snv-my tgq-my zbw-my trx-my spg-my lhn-my ktr-my gnq-my pnm-my kag-my mxr-my umi-my grm-my tdu-my dkr-my dpp-my pne-bn mel-bn	zlm zlm iba otd xdy xkl vkt knl knx iba bfg tid mxd dtb xkn sge dtp sbx mvv tjg mqg put puj xke duq hov tsg scg sya kzi pni kxd pez sjb txa pud sbr xkl bvk xem plz byd djo mtd lnd ssb emb bqr lnd mel bei xay lra kys rir whu bhv drg sne kxd sdo kzj dmg xkd iba pne whk mvv puc kzi bdr ree xky snv beg bnb dro xky bth tih snb sre bny tmn sib knx mqq ulu nrm bsb kyi kqr kzs kqv slg ttg tgb slg bkn ruu bsb sdo pwm bsy kxi pna kqv zbe sdx lgi kxn kzt bth low blg bdg ttw bkn dtr lkj zbc sbr puf ill kqt sjm sse lra lnd txx skp snv tgq zbw trx spg lhn ktr gnq pnm kag mxr umi grm tdu dkr dpp pne mel	366
234	234	13525318.1313827	517591.87363177	115	12	0.2	93.3333333333333	iba-my ceb-ph xkl-id vkt-id hil-ph tid-id mxd-id dtb-my msm-ph bdb-id sge-id sul-ph gor-id bve-id bkd-ph syb-ph mrw-ph mdh-ph mog-id dbj-my tsg-my blf-id msk-ph tbw-ph sjb-id txa-my sbr-id mbi-ph suc-ph laa-ph bpr-ph ssb-my tbl-ph bps-ph klg-ph bqr-id tnt-id law-id kqe-ph swu-id cbk-ph atd-ph mbd-ph mbs-ph whu-id dok-id mbt-ph txm-id mta-ph skn-ph txe-id tiy-ph tid-my daw-ph drg-my mbb-ph bld-id plv-ph ums-id dmg-my sxn-id blj-id plc-ph btw-ph yka-ph bdr-my plw-ph tsg-ph stb-ph bne-id tnw-id txs-id dms-id obo-ph ulu-id ssb-ph kqr-my kzs-my tdj-id cgc-ph sml-ph tdn-id rth-id tom-id llq-id kzp-id mba-ph pwm-ph srk-my mkx-ph bgs-ph agn-ph pns-id bdg-my sse-ph bzl-id bgi-ph mmn-ph ill-my kve-my slm-ph bls-id sjm-my sse-my bnq-id coa-my bdl-id sjm-ph abf-my snl-ph dmv-my kll-ph sxn-ph mtw-ph xmm-id pwm-my	iba ceb xkl vkt hil tid mxd dtb msm bdb sge sul gor bve bkd syb mrw mdh mog dbj tsg blf msk tbw sjb txa sbr mbi suc laa bpr ssb tbl bps klg bqr tnt law kqe swu cbk atd mbd mbs whu dok mbt txm mta skn txe tiy tid daw drg mbb bld plv ums dmg sxn blj plc btw yka bdr plw tsg stb bne tnw txs dms obo ulu ssb kqr kzs tdj cgc sml tdn rth tom llq kzp mba pwm srk mkx bgs agn pns bdg sse bzl bgi mmn ill kve slm bls sjm sse bnq coa bdl sjm abf snl dmv kll sxn mtw xmm pwm	365
235	235	14527193.5485222	517591.87363177	42	12	0.03	32.5833333333333	msm-ph sul-ph gbi-id tuj-id bhw-id tlb-id msk-ph kqe-ph mbd-ph mbs-ph wgo-id tby-id daw-ph szw-id bzq-id tld-id tvo-id kyk-ph mqa-id loa-id pau-pw mst-ph pgu-id ptn-id mqo-id saj-id wli-id mqs-id tft-id gei-id kgb-id mqk-ph mry-ph mky-id lau-id gak-id myt-ph goq-id kax-id ibu-id sov-pw tox-pw	msm sul gbi tuj bhw tlb msk kqe mbd mbs wgo tby daw szw bzq tld tvo kyk mqa loa pau mst pgu ptn mqo saj wli mqs tft gei kgb mqk mry mky lau gak myt goq kax ibu sov tox	366
236	236	15529068.9656617	517591.87363177	4	12	0.01	3	yap-fm uli-fm nuw-fm woe-fm	yap uli nuw woe	366
237	237	16530944.3828011	517591.87363177	6	12	0.01	5.5	chk-fm mrl-fm puw-fm nmt-fm pfa-fm stw-fm	chk mrl puw nmt pfa stw	366
238	238	17532819.7999406	517591.87363177	7	12	0.01	6.5	pon-fm mrl-fm kpg-fm pif-fm ngm-fm mkj-fm nkr-fm	pon mrl kpg pif ngm mkj nkr	366
239	239	18534695.2170801	517591.87363177	2	12	0.01	1.25	mah-mh kos-fm	mah kos	366
240	240	19536570.6342195	517591.87363177	2	12	0.01	0.583333333333333	gil-ki mah-mh	gil mah	365
241	241	-19536570.6342195	-538197.501400297	2	12	0.01	1	tkl-tk	tkl	318
242	242	-18534695.21708	-538197.501400297	0	12	0	0	NA	NA	317
243	243	-17532819.7999406	-538197.501400297	2	12	0.01	1	pnh-ck	pnh	365
244	244	-16530944.3828011	-538197.501400297	0	12	0	0	NA	NA	NA
245	245	-15529068.9656617	-538197.501400297	2	12	0.01	1	mrq-pf	mrq	332
