,P[Y=1],P[Y=2],P[Y=3],y_hat,y_avg,y_obs,residual1,residual2
cts,0.994589711,0.005369413,4.09E-05,1,1.005451166,1,-0.005451166,0
ctt,0.850586248,0.141858387,0.007555365,1,1.156969118,1,-0.156969118,0
ctu,0.980234141,0.019484913,0.000280946,1,1.020046805,1,-0.020046805,0
ctz,0.918979726,0.078376759,0.002643514,1,1.083663788,1,-0.083663788,0
cua,0.995451185,0.004517027,3.18E-05,1,1.004580603,1,-0.004580603,0
cub,0.983747745,0.016043621,0.000208634,1,1.016460889,1,-0.016460889,0
cuc,0.985377706,0.01444444,0.000177853,1,1.014800147,1,-0.014800147,0
cug,0.91492751,0.082204474,0.002868016,1,1.087940507,1,-0.087940507,0
cuh,0.993255118,0.006688498,5.64E-05,1,1.006801267,1,-0.006801267,0
cui,0.927084889,0.070695809,0.002219302,1,1.075134413,1,-0.075134413,0
cuj,0.475449418,0.432657135,0.091893447,1,1.616444029,1,-0.616444029,0
cuk,0.988381172,0.011492852,0.000125976,1,1.011744804,1,-0.011744804,0
cul,0.893360714,0.10243693,0.004202356,1,1.110841643,1,-0.110841643,0
cuo,0.005855543,0.12338905,0.870755408,3,2.864899865,2,-0.864899865,-1
cup,0.231266742,0.512847484,0.255885774,2,2.024619032,3,0.975380968,1
cuq,0.989590779,0.010302278,0.000106943,1,1.010516164,1,-0.010516164,0
cur,0.973432089,0.02612515,0.000442761,1,1.027010672,1,-0.027010672,0
cut,0.967144431,0.032239108,0.000616461,1,1.03347203,1,-0.03347203,0
cuu,0.979408343,0.020292572,0.000299085,1,1.020890742,1,-0.020890742,0
cuv,0.95476807,0.044209777,0.001022152,1,1.046254082,1,-0.046254082,0
cuw,0.727971304,0.249140651,0.022888045,1,1.294916741,2,0.705083259,1
cux,0.972629799,0.026906537,0.000463664,1,1.027833865,1,-0.027833865,0
cvg,0.945824893,0.05280924,0.001365867,1,1.055540975,1,-0.055540975,0
cvn,0.902746763,0.09366052,0.003592716,1,1.100845953,1,-0.100845953,0
cwa,0.976660897,0.022976637,0.000362467,1,1.02370157,1,-0.02370157,0
cwb,0.956228105,0.042801879,0.000970016,1,1.044741911,1,-0.044741911,0
cwd,0.982358712,0.017405023,0.000236265,1,1.017877553,1,-0.017877553,0
cwe,0.997679124,0.00230875,1.21E-05,1,1.002333001,1,-0.002333001,0
cwg,0.871398972,0.122796203,0.005804825,1,1.134405854,1,-0.134405854,0
cwt,0.983103517,0.016675192,0.000221291,1,1.017117775,1,-0.017117775,0
cya,0.98491616,0.014897454,0.000186386,1,1.015270227,1,-0.015270227,0
cyb,0.441914334,0.451454672,0.106630994,2,1.66471666,2,0.33528334,0
cym,0.880602077,0.114294843,0.00510308,1,1.124501003,1,-0.124501003,0
cyo,0.997726609,0.002261616,1.18E-05,1,1.002285166,1,-0.002285166,0
czn,0.983973361,0.015822372,0.000204267,1,1.016230906,1,-0.016230906,0
czt,0.998491189,0.001502209,6.60E-06,1,1.001515413,1,-0.001515413,0
daa,0.989613346,0.010280056,0.000106599,1,1.010493253,1,-0.010493253,0
dac,0.931322893,0.066666415,0.002010692,1,1.070687799,1,-0.070687799,0
dad,0.996811101,0.003169829,1.91E-05,1,1.00320797,1,-0.00320797,0
dae,0.93461172,0.063533212,0.001855068,1,1.067243348,1,-0.067243348,0
dag,0.999686669,0.000312578,7.53E-07,1,1.000314084,1,-0.000314084,0
dah,0.995754227,0.004216998,2.88E-05,1,1.004274548,1,-0.004274548,0
dai,0.981039915,0.018696424,0.000263661,1,1.019223745,1,-0.019223745,0
daj,0.987743092,0.012120453,0.000136455,1,1.012393364,1,-0.012393364,0
dak,0.861408136,0.131975262,0.006616603,1,1.145208467,2,0.854791533,1
dal,0.917157948,0.080098631,0.002743421,1,1.085585473,2,0.914414527,1
dao,0.99854002,0.001453676,6.30E-06,1,1.001466283,1,-0.001466283,0
daq,0.989763788,0.0101319,0.000104312,1,1.010340524,1,-0.010340524,0
dar,0.999276921,0.00072071,2.37E-06,1,1.000725448,1,-0.000725448,0
das,0.954112238,0.044841825,0.001045938,1,1.0469337,1,-0.0469337,0
dau,0.980458471,0.019265437,0.000276092,1,1.019817621,1,-0.019817621,0
dav,0.997793137,0.002195574,1.13E-05,1,1.002218153,1,-0.002218153,0
daw,0.99894466,0.001051336,4.00E-06,1,1.001059344,1,-0.001059344,0
dax,0.683929678,0.28529224,0.030778082,1,1.346848404,1,-0.346848404,0
daz,0.894154592,0.101696348,0.00414906,1,1.109994468,1,-0.109994468,0
dba,0.981799971,0.017952293,0.000247735,1,1.018447764,1,-0.018447764,0
dbb,0.942969379,0.055546281,0.00148434,1,1.058514961,1,-0.058514961,0
dbd,0.992934868,0.007004782,6.04E-05,1,1.007125483,1,-0.007125483,0
dbe,0.87521293,0.119278388,0.005508682,1,1.130295752,1,-0.130295752,0
dbf,0.947647314,0.051060233,0.001292453,1,1.053645139,1,-0.053645139,0
dbg,0.986431768,0.013409315,0.000158918,1,1.01372715,1,-0.01372715,0
dbi,0.976373544,0.023257095,0.000369361,1,1.023995817,1,-0.023995817,0
dbj,0.990982292,0.008931263,8.64E-05,1,1.009104152,1,-0.009104152,0
dbl,0.470709068,0.435417811,0.093873121,1,1.623164053,2,0.376835947,1
dbm,0.991449252,0.008470834,7.99E-05,1,1.008630661,1,-0.008630661,0
dbo,0.677970547,0.290073542,0.031955911,1,1.353985363,2,0.646014637,1
dbp,0.961379148,0.037825709,0.000795143,1,1.039415995,1,-0.039415995,0
dbq,0.990510205,0.009396568,9.32E-05,1,1.009583023,1,-0.009583023,0
dbr,0.975489167,0.024119943,0.00039089,1,1.024901723,1,-0.024901723,0
dbu,0.997169244,0.002814671,1.61E-05,1,1.002846841,1,-0.002846841,0
dby,0.967014424,0.032365287,0.000620288,1,1.033605864,1,-0.033605864,0
dcc,0.99962698,0.000372066,9.54E-07,1,1.000373975,1,-0.000373975,0
ddd,0.949956985,0.048841133,0.001201881,1,1.051244896,1,-0.051244896,0
dde,0.947128118,0.051558689,0.001313194,1,1.054185076,1,-0.054185076,0
ddg,0.966120118,0.033233011,0.000646871,1,1.034526753,1,-0.034526753,0
ddi,0.972555298,0.026979078,0.000465624,1,1.027910327,1,-0.027910327,0
ddj,0.658416623,0.305566828,0.036016549,1,1.377599926,1,-0.377599926,0
ddn,0.997020203,0.002962489,1.73E-05,1,1.002997105,1,-0.002997105,0
ddo,0.979539175,0.020164642,0.000296183,1,1.020757007,1,-0.020757007,0
dds,0.997622167,0.002365283,1.26E-05,1,1.002390383,1,-0.002390383,0
dec,0.985524106,0.014300716,0.000175177,1,1.014651071,1,-0.014651071,0
ded,0.996508442,0.003469841,2.17E-05,1,1.003513274,1,-0.003513274,0
dee,0.995711847,0.004258962,2.92E-05,1,1.004317344,1,-0.004317344,0
def,0.129805382,0.47409337,0.396101248,2,2.266295866,1,-1.266295866,-1
deg,0.991820932,0.008104225,7.48E-05,1,1.008253911,1,-0.008253911,0
deh,0.964895334,0.034420671,0.000683995,1,1.035788661,1,-0.035788661,0
dei,0.902264254,0.094112779,0.003622967,1,1.101358713,1,-0.101358713,0
dem,0.937833127,0.060458917,0.001707956,1,1.06387483,1,-0.06387483,0
der,0.993767413,0.006182352,5.02E-05,1,1.006282821,1,-0.006282821,0
des,0.963636173,0.035640805,0.000723022,1,1.037086849,1,-0.037086849,0
deu,1,0,2.22E-16,1,1,1,0,0
dev,0.995667211,0.004303158,2.96E-05,1,1.004362419,1,-0.004362419,0
dez,0.985104745,0.014712373,0.000182882,1,1.015078137,1,-0.015078137,0
dga,0.999936534,6.34E-05,8.80E-08,1,1.000063554,1,-6.35542E-05,0
dgb,0.977381166,0.022273429,0.000345405,1,1.022964238,1,-0.022964238,0
dgc,0.941859192,0.056609277,0.001531531,1,1.05967234,1,-0.05967234,0
dgd,0.957054824,0.042004181,0.000940995,1,1.043886172,1,-0.043886172,0
dge,0.991711325,0.008212348,7.63E-05,1,1.008365001,1,-0.008365001,0
dgh,0.995854697,0.004117505,2.78E-05,1,1.004173101,1,-0.004173101,0
dgi,0.999950269,4.97E-05,6.37E-08,1,1.000049795,1,-4.97951E-05,0
dgk,0.991509851,0.008411069,7.91E-05,1,1.008569228,1,-0.008569228,0
dgn,0.002431356,0.07461441,0.922954235,3,2.920522879,3,0.079477121,0
dgo,0.999953963,4.60E-05,5.75E-08,1,1.000046095,1,-4.60946E-05,0
dgr,0.872023307,0.122220863,0.00575583,1,1.133732522,1,-0.133732522,0
dgs,0.998351807,0.001640718,7.48E-06,1,1.001655668,1,-0.001655668,0
dgx,0.936128019,0.062086815,0.001785166,1,1.065657147,1,-0.065657147,0
dgz,0.995540311,0.004428797,3.09E-05,1,1.004490581,1,-0.004490581,0
dhd,0.996888,0.003093584,1.84E-05,1,1.003130416,1,-0.003130416,0
dhg,0.806921097,0.181086403,0.0119925,1,1.205071402,1,-0.205071402,0
dhi,0.988916007,0.010966569,0.000117424,1,1.011201418,1,-0.011201418,0
dhl,0.026973835,0.268835003,0.704191162,3,2.677217327,2,-0.677217327,-1
dhm,0.982270219,0.017491713,0.000238068,1,1.01796785,1,-0.01796785,0
dhn,0.998497441,0.001495996,6.56E-06,1,1.001509123,1,-0.001509123,0
dho,0.997954231,0.002035628,1.01E-05,1,1.002055909,1,-0.002055909,0
dhr,0.032655453,0.292849092,0.674495455,3,2.641840002,2,-0.641840002,-1
dhs,0.874022451,0.120377241,0.005600308,1,1.131577857,1,-0.131577857,0
dhu,0.000982094,0.043130854,0.955887052,3,2.954904958,3,0.045095042,0
dhv,0.718929361,0.256675921,0.024394719,1,1.305465358,1,-0.305465358,0
dhw,0.994819951,0.005141675,3.84E-05,1,1.005218423,1,-0.005218423,0
dia,0.983486611,0.016299657,0.000213732,1,1.01672712,1,-0.01672712,0
dib,0.999278651,0.000718987,2.36E-06,1,1.00072371,1,-0.00072371,0
dic,0.997672145,0.002315677,1.22E-05,1,1.002340032,1,-0.002340032,0
dif,0.011646617,0.178372083,0.8099813,3,2.798334684,2,-0.798334684,-1
dig,0.997944098,0.002045691,1.02E-05,1,1.002066114,1,-0.002066114,0
dih,0.410656851,0.467314948,0.122028201,2,1.711371349,2,0.288628651,0
dii,0.743291391,0.236246119,0.02046249,1,1.2771711,1,-0.2771711,0
dil,0.957578876,0.041498336,0.000922787,1,1.043343911,2,0.956656089,1
dim,0.992335602,0.007596384,6.80E-05,1,1.007732412,1,-0.007732412,0
dio,0.998117321,0.001873662,9.02E-06,1,1.001891696,1,-0.001891696,0
diq,0.990120483,0.009780557,9.90E-05,1,1.009978477,1,-0.009978477,0
dir,0.859856373,0.133396232,0.006747395,1,1.146891022,1,-0.146891022,0
dis,0.999401214,0.00059696,1.83E-06,1,1.000600612,1,-0.000600612,0
dit,0.011936192,0.180647768,0.80741604,3,2.795479848,3,0.204520152,0
diu,0.99639363,0.00358362,2.27E-05,1,1.003629119,1,-0.003629119,0
dix,0.811891138,0.176675378,0.011433484,1,1.199542347,1,-0.199542347,0
diy,0.798825939,0.18824041,0.012933651,1,1.214107712,1,-0.214107712,0
diz,0.999339238,0.00065867,2.09E-06,1,1.000662854,1,-0.000662854,0
djb,0.620293859,0.334859312,0.044846829,1,1.42455297,1,-0.42455297,0
djc,0.992805167,0.007132851,6.20E-05,1,1.007256816,1,-0.007256816,0
djd,0.537050094,0.394014659,0.068935247,1,1.531885153,2,0.468114847,1
dje,0.999999692,3.07E-07,9.02E-11,1,1.000000308,1,-3.07597E-07,0
djf,0.004916688,0.111935441,0.883147871,3,2.878231183,3,0.121768817,0
dji,0.783553008,0.201632394,0.014814598,1,1.23126159,1,-0.23126159,0
djj,0.677996352,0.290052897,0.031950751,1,1.353954399,1,-0.353954399,0
djk,0.985515271,0.014309391,0.000175338,1,1.014660067,1,-0.014660067,0
djm,0.999880167,0.000119628,2.05E-07,1,1.000120039,1,-0.000120039,0
djn,0.028541399,0.275814528,0.695644073,3,2.667102674,2,-0.667102674,-1
djo,0.97271331,0.02682522,0.000461471,1,1.027748161,1,-0.027748161,0
djr,0.805917267,0.181975597,0.012107137,1,1.20618987,1,-0.20618987,0
dju,0.989347425,0.010541892,0.000110683,1,1.010763258,1,-0.010763258,0
djw,0.003324473,0.089564859,0.907110668,3,2.903786196,3,0.096213804,0
dka,0.963088328,0.036171399,0.000740273,1,1.037651945,1,-0.037651945,0
dkk,0.922112877,0.07541152,0.002475603,1,1.080362725,1,-0.080362725,0
dkr,0.951031809,0.047807512,0.001160679,1,1.05012887,1,-0.05012887,0
dks,0.997865662,0.002123571,1.08E-05,1,1.002145105,1,-0.002145105,0
dkx,0.984020375,0.015776264,0.000203361,1,1.016182986,1,-0.016182986,0
dlg,0.69562348,0.275831279,0.028545241,1,1.332921761,1,-0.332921761,0
dln,0.93029079,0.06764855,0.00206066,1,1.07176987,1,-0.07176987,0
dma,0.964581934,0.034724438,0.000693627,1,1.036111693,1,-0.036111693,0
dmc,0.993171803,0.006770789,5.74E-05,1,1.006885605,1,-0.006885605,0
dme,0.939881459,0.058501379,0.001617163,1,1.061735704,1,-0.061735704,0
dmg,0.9748141,0.024778263,0.000407637,1,1.025593537,1,-0.025593537,0
dmk,0.922877507,0.074687117,0.002435376,1,1.079557869,2,0.920442131,1
dml,0.962979144,0.036277125,0.000743731,1,1.037764587,1,-0.037764587,0
dmm,0.595813579,0.352982299,0.051204122,1,1.455390543,2,0.544609457,1
dmo,0.951707578,0.04715734,0.001135082,1,1.049427504,1,-0.049427504,0
dmr,0.793006408,0.193359615,0.013633977,1,1.220627569,1,-0.220627569,0
dms,0.974838906,0.024754077,0.000407017,1,1.025568111,1,-0.025568111,0
dmu,0.85741435,0.135629846,0.006955804,1,1.149541454,1,-0.149541454,0
dmv,0.901297763,0.095018322,0.003683915,1,1.102386151,1,-0.102386151,0
dmx,0.865325085,0.128382812,0.006292103,1,1.140967018,1,-0.140967018,0
dna,0.988776668,0.0111037,0.000119632,1,1.011342963,1,-0.011342963,0
dnd,0.918933633,0.078420345,0.002646022,1,1.083712388,1,-0.083712388,0
dne,0.993086441,0.006855097,5.85E-05,1,1.006972021,1,-0.006972021,0
dng,0.986313897,0.013525107,0.000160997,1,1.0138471,1,-0.0138471,0
dni,0.997410358,0.002575474,1.42E-05,1,1.002603811,1,-0.002603811,0
dnk,0.962431597,0.036807234,0.000761168,1,1.038329571,1,-0.038329571,0
dnn,0.997252088,0.002732494,1.54E-05,1,1.002763331,1,-0.002763331,0
dnr,0.949784653,0.049006804,0.001208544,1,1.051423891,1,-0.051423891,0
dnt,0.995534961,0.004434093,3.09E-05,1,1.004495984,1,-0.004495984,0
dnu,0.990230654,0.009672018,9.73E-05,1,1.009866674,1,-0.009866674,0
dnw,0.999800899,0.000198694,4.07E-07,1,1.000199508,1,-0.000199508,0
dny,0.786559183,0.199007475,0.014433342,1,1.227874159,1,-0.227874159,0
doa,0.998314282,0.001678002,7.72E-06,1,1.001693433,1,-0.001693433,0
dob,0.987128868,0.012724309,0.000146823,1,1.013017956,1,-0.013017956,0
doc,0.994341543,0.005614824,4.36E-05,1,1.005702089,1,-0.005702089,0
doe,0.966615994,0.032751929,0.000632077,1,1.034016083,1,-0.034016083,0
dof,0.86431484,0.129310135,0.006375024,1,1.142060184,1,-0.142060184,0
doh,0.977768404,0.021895234,0.000336362,1,1.022567957,1,-0.022567957,0
dok,0.980127237,0.019589493,0.00028327,1,1.020156033,1,-0.020156033,0
dol,0.911806886,0.085146567,0.003046546,1,1.09123966,1,-0.09123966,0
don,0.96546367,0.033869665,0.000666665,1,1.035202996,1,-0.035202996,0
doo,0.982965634,0.01681033,0.000224036,1,1.017258402,1,-0.017258402,0
dop,0.999576134,0.000422729,1.14E-06,1,1.000425002,1,-0.000425002,0
dor,0.975765354,0.02385053,0.000384116,1,1.024618762,1,-0.024618762,0
dos,0.997648488,0.002339159,1.24E-05,1,1.002363866,1,-0.002363866,0
dot,0.977109696,0.022538506,0.000351798,1,1.023242102,1,-0.023242102,0
dov,0.527004421,0.400644886,0.072350693,1,1.545346271,1,-0.545346271,0
dow,0.995763717,0.0042076,2.87E-05,1,1.004264965,1,-0.004264965,0
dox,0.98709899,0.012753676,0.000147335,1,1.013048345,1,-0.013048345,0
doy,0.298941778,0.507076545,0.193981677,2,1.895039898,1,-0.895039898,-1
doz,0.985768094,0.014061156,0.00017075,1,1.014402656,1,-0.014402656,0
drb,0.675169332,0.292311603,0.032519064,1,1.357349732,2,0.642650268,1
drd,0.974030171,0.025542406,0.000427423,1,1.026397252,1,-0.026397252,0
dre,0.986764625,0.013082275,0.0001531,1,1.013388475,1,-0.013388475,0
drg,0.992622182,0.007313507,6.43E-05,1,1.007442128,1,-0.007442128,0
dri,0.998536916,0.001456762,6.32E-06,1,1.001469407,1,-0.001469407,0
drl,0.095428698,0.437532743,0.467038558,3,2.37160986,2,-0.37160986,-1
drn,0.729843065,0.247573746,0.022583189,1,1.292740125,1,-0.292740125,0
dro,0.887302665,0.108077692,0.004619644,1,1.117316979,1,-0.117316979,0
drq,0.809316841,0.1789619,0.011721259,1,1.202404419,3,1.797595581,2
drs,0.99950871,0.000489899,1.39E-06,1,1.000492681,1,-0.000492681,0
dru,0.945389763,0.053226587,0.001383649,1,1.055993886,1,-0.055993886,0
dry,0.986904203,0.012945114,0.000150683,1,1.013246481,1,-0.013246481,0
dsb,1,6.91E-12,2.22E-16,1,1,1,-6.92002E-12,0
dsh,0.996800917,0.003179925,1.92E-05,1,1.003218241,1,-0.003218241,0
dsi,0.829476592,0.160955182,0.009568226,1,1.180091634,1,-0.180091634,0
dsn,0.370216838,0.485093484,0.144689678,2,1.77447284,3,1.22552716,1
dsq,0.999272887,0.000724725,2.39E-06,1,1.0007295,1,-0.0007295,0
dta,0.982492161,0.017274283,0.000233556,1,1.017741394,1,-0.017741394,0
dtb,0.993997678,0.005954773,4.75E-05,1,1.006049871,1,-0.006049871,0
dti,0.924173462,0.073458669,0.00236787,1,1.078194408,1,-0.078194408,0
dtk,0.99926678,0.000730805,2.42E-06,1,1.000735635,1,-0.000735635,0
dtm,0.999862789,0.000136965,2.46E-07,1,1.000137458,1,-0.000137458,0
dtp,0.999391969,0.000606166,1.87E-06,1,1.000609897,1,-0.000609897,0
dtr,0.926475452,0.0712745,0.002250047,1,1.075774595,1,-0.075774595,0
dts,0.997665222,0.00232255,1.22E-05,1,1.002347007,1,-0.002347007,0
dtt,0.943736423,0.054811473,0.001452104,1,1.057715681,1,-0.057715681,0
dtu,0.986074014,0.013760729,0.000165258,1,1.014091244,1,-0.014091244,0
dua,0.997918801,0.00207081,1.04E-05,1,1.002091589,1,-0.002091589,0
dub,0.992256741,0.007674213,6.90E-05,1,1.007812305,1,-0.007812305,0
duc,0.995469146,0.004499247,3.16E-05,1,1.004562461,1,-0.004562461,0
dud,0.999241335,0.000756133,2.53E-06,1,1.000761197,1,-0.000761197,0
due,0.953447797,0.045481937,0.001070266,1,1.047622469,1,-0.047622469,0
duf,0.729948616,0.247485315,0.022566069,1,1.292617454,1,-0.292617454,0
dug,0.99525076,0.004715405,3.38E-05,1,1.004783075,1,-0.004783075,0
duh,0.989958682,0.009939942,0.000101376,1,1.010142693,1,-0.010142693,0
dui,0.856612553,0.136362526,0.007024921,1,1.150412369,2,0.849587631,1
duk,0.954384341,0.044579618,0.001036042,1,1.046651701,1,-0.046651701,0
dun,0.985725355,0.014103123,0.000171523,1,1.014446168,1,-0.014446168,0
duo,0.97208638,0.027435585,0.000478035,1,1.028391654,1,-0.028391654,0
duq,0.981505523,0.018240616,0.000253861,1,1.018748338,1,-0.018748338,0
dur,0.996564922,0.003413863,2.12E-05,1,1.003456293,1,-0.003456293,0
dus,0.989914664,0.0099833,0.000102036,1,1.010187373,1,-0.010187373,0
duu,0.992291081,0.007640322,6.86E-05,1,1.007777515,1,-0.007777515,0
duv,0.945638077,0.052988433,0.00137349,1,1.055735412,1,-0.055735412,0
duw,0.956666902,0.042378531,0.000954568,1,1.044287666,1,-0.044287666,0
dux,0.996682144,0.003297671,2.02E-05,1,1.003338041,1,-0.003338041,0
duy,0.074593022,0.404811061,0.520595917,3,2.446002896,3,0.553997104,0
duz,0.034759316,0.300924736,0.664315948,3,2.629556632,3,0.370443368,0
dva,0.94905208,0.049710883,0.001237037,1,1.052184956,1,-0.052184956,0
dwa,0.893193253,0.102593107,0.00421364,1,1.111020386,1,-0.111020386,0
dww,0.972290314,0.027237064,0.000472622,1,1.028182307,1,-0.028182307,0
dya,0.997580563,0.002406574,1.29E-05,1,1.0024323,1,-0.0024323,0
dyb,0.005996339,0.125020682,0.868982979,3,2.86298664,3,0.13701336,0
dyd,0.001792699,0.062243911,0.93596339,3,2.934170691,3,0.065829309,0
dyi,0.997294808,0.002690114,1.51E-05,1,1.002720269,1,-0.002720269,0
dym,0.977635318,0.022025223,0.000339459,1,1.022704141,1,-0.022704141,0
dyn,0.06163957,0.378588313,0.559772118,3,2.498132548,3,0.501867452,0
dyo,0.999978992,2.10E-05,2.05E-08,1,1.000021029,1,-2.10289E-05,0
dyu,0.99999989,1.10E-07,2.47E-11,1,1.00000011,1,-1.09781E-07,0
dyy,0.359310149,0.489292763,0.151397089,2,1.79208694,2,0.20791306,0
dza,0.886679657,0.108656721,0.004663621,1,1.117983964,1,-0.117983964,0
dzg,0.997894476,0.002094962,1.06E-05,1,1.002116086,1,-0.002116086,0
dzl,0.998330314,0.001662073,7.61E-06,1,1.001677299,1,-0.001677299,0
dzn,0.958137402,0.040959056,0.000903543,1,1.042766141,1,-0.042766141,0
dzo,0.999977559,2.24E-05,2.23E-08,1,1.000022463,1,-2.24631E-05,0
ebg,0.934272676,0.063856467,0.001870858,1,1.067598182,1,-0.067598182,0
ebo,0.998936392,0.001059561,4.05E-06,1,1.001067656,1,-0.001067656,0
ebr,0.995358214,0.004609053,3.27E-05,1,1.004674518,1,-0.004674518,0
ebu,0.998347092,0.001645403,7.51E-06,1,1.001660414,1,-0.001660414,0
eee,0.985838789,0.013991736,0.000169475,1,1.014330686,1,-0.014330686,0
efa,0.94872568,0.050024499,0.001249821,1,1.052524142,1,-0.052524142,0
efe,0.997963609,0.002026317,1.01E-05,1,1.002046466,1,-0.002046466,0
efi,0.999745517,0.000253915,5.67E-07,1,1.00025505,1,-0.00025505,0
ega,0.806284439,0.181650423,0.012065138,1,1.2057807,1,-0.2057807,0
ego,0.998394162,0.001598631,7.21E-06,1,1.001613044,1,-0.001613044,0
ehu,0.983304532,0.016478155,0.000217313,1,1.01691278,1,-0.01691278,0
eip,0.979978777,0.019734714,0.000286509,1,1.020307733,1,-0.020307733,0
eit,0.957707766,0.041373903,0.000918332,1,1.043210566,1,-0.043210566,0
eiv,0.97306187,0.02648577,0.00045236,1,1.027390491,1,-0.027390491,0
eja,0.99073409,0.009175922,9.00E-05,1,1.009355899,1,-0.009355899,0
eka,0.995748137,0.004223028,2.88E-05,1,1.004280698,1,-0.004280698,0
eke,0.997101869,0.002881497,1.66E-05,1,1.002914766,1,-0.002914766,0
ekg,0.999226419,0.000770979,2.60E-06,1,1.000776182,1,-0.000776182,0
eki,0.9619991,0.037225843,0.000775057,1,1.038775957,1,-0.038775957,0
ekm,0.986754154,0.013092565,0.000153281,1,1.013399128,1,-0.013399128,0
eko,0.992698045,0.007238614,6.33E-05,1,1.007365297,1,-0.007365297,0
ekp,0.995661105,0.004309204,2.97E-05,1,1.004368585,1,-0.004368585,0
ekr,0.991538865,0.008382454,7.87E-05,1,1.008539815,1,-0.008539815,0
eky,0.998264295,0.001727665,8.04E-06,1,1.001743745,1,-0.001743745,0
ele,0.897074949,0.098969288,0.003955763,1,1.106880814,1,-0.106880814,0
elh,0.2237287,0.512284541,0.263986759,2,2.040258059,2,-0.040258059,0
eli,0.012815421,0.187359502,0.799825077,3,2.787009656,1,-1.787009656,-2
elk,0.97665486,0.022982529,0.000362611,1,1.023707751,1,-0.023707751,0
ell,0.999998311,1.69E-06,7.84E-10,1,1.00000169,1,-1.68995E-06,0
elm,0.996709043,0.003271007,2.00E-05,1,1.003310908,1,-0.003310908,0
elo,0.106744575,0.451584802,0.441670624,2,2.334926049,2,-0.334926049,0
elu,0.914797597,0.082327052,0.002875351,1,1.088077754,1,-0.088077754,0
ema,0.999535958,0.000462755,1.29E-06,1,1.000465329,1,-0.000465329,0
emb,0.968699282,0.030729298,0.00057142,1,1.031872137,1,-0.031872137,0
eme,0.877842791,0.116848333,0.005308876,1,1.127466085,1,-0.127466085,0
emg,0.972879479,0.026663402,0.000457119,1,1.02757764,1,-0.02757764,0
emi,0.957345406,0.041723712,0.000930881,1,1.043585475,1,-0.043585475,0
emk,0.999989249,1.07E-05,8.53E-09,1,1.00001076,1,-1.076E-05,0
emn,0.923811468,0.073801891,0.002386641,1,1.078575173,1,-0.078575173,0
emp,0.994089162,0.005864342,4.65E-05,1,1.005957334,1,-0.005957334,0
ems,0.218726903,0.511752389,0.269520708,2,2.050793804,1,-1.050793804,-1
