ID_ISO_A3	ID_ISO_A2	ID_FIPS	NAM_LABEL	NAME_PROP	NAME2	NAM_ANSI	ISO639P3code	ID	Name	Macroarea	Latitude	Longitude	glottocode	Countries	Family_ID	Language_level_ID	aes	category	classification	level	med	subclassification	Also spoken in	Alternate Names	Autonym	Classification	Country	Dialects	Language Development	Language Maps	Language Resources	Language Status	Language Use	Location	Other Comments	Population	Population Numeric	Typology	Writing	name
aig-MSR	aig-ms	aig-MH	Montserrat Creole English	Montserrat Creole English	MONTSERRAT CREOLE ENGLISH	Montserrat Creole English	aig	anti1245	Antigua and Barbuda Creole English	North America	17.068263	-61.821863	anti1245	AI;AG;DM;MS;KN;GB	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242	language	grammar	anti1245:1	{u'View other languages of Anguilla': {}, u'View other languages of Sint Maarten': {}, u'View other languages of Dominica': {}, u'View other languages of Saint Martin': {}, u'View other languages of Montserrat': {}, u'View other languages of Saint Kitts and Nevis': {}}	Broken English, Dialect, Leeward Caribbean Creole, Patwa	Creole	Creole, English based, Atlantic, Eastern, Southern	Antigua and Barbuda	Antiguan Creole English, Barbuda Creole English. Slight comprehension of Jamaican and perhaps Bahamas creoles. May be similar to English Creoles of the Virgin Islands and Netherlands Antilles. One dialect is spoken mainly by older generations who live in Jennings and Bolans villages, near Johnson. People perceive the Southern variety, spoken along Fig Tree Drive Road from Swetes to Bolans, as being most different and difficult to understand. Barbudan is perceived as being more linguistically distant than the Creole English of Montserrat Point (2003 K. Decker).	Oral materials available. Literature.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Antigua and Barbuda Creole English	6a (Vigorous). De facto language of national identity.	All ages. Negative attitudes.	Throughout Antigua and Barbuda.	Most villagers deny the existence of a creole, though they speak it. Although some negative attitudes toward it, its use in the community is quite strong. Its uniqueness and cultural role is valued. Many migrated to Antigua from Montserrat after the eruption of Soufriere Hills volcano on 18 July, 1995. Christian.	67,000 (2001), increasing. It is difficult to substantiate the number of Creole speakers and English speakers. Total users in all countries: 147,520.	147520	NA	Latin script [Latn].	Antigua and Barbuda Creole English
coa-MYS	coa-my	coa-MY	Cocos Islands Malay	Malay, Cocos Islands	MALAY, COCOS ISLANDS	Malay, Cocos Islands	coa	coco1260	Cocos Islands Malay	Papunesia	-12.193342	96.833679	coco1260	MY	aust1307	NA	shifting	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1733/beta1260	language	grammar sketch	coco1260:1	{u'View other languages of Malaysia': {}}	Cocos, Kokos, Kukus	NA	Creole, Malay based	Australia	A member of macrolanguage Malay [msa].	NA	Australia	OLAC resources in and about Malay, Cocos Islands	6a (Vigorous).	Vigorous. Also use English [eng].	Cocos (Keeling) Islands Territory; Christmas Island Territory.	Muslim.	1,000 (1987). 500 in Cocos Islands, 560 on Christmas Island (1987).	1000	NA	Unwritten [Qaax].	Malay, Cocos Islands
acf-GRD	acf-gd	acf-GJ	Grenadian Creole French	Grenadian Creole French	GRENADIAN CREOLE FRENCH	Grenadian Creole French	acf	sain1246	Saint Lucian Creole French	North America	15.3947	-61.3641	sain1246	DM;TT	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/circ1240/less1242/luci1234	language	grammar	(pato1243:1,patw1249:1)sain1246:1	{u'View other languages of Grenada': {}, u'View other languages of Trinidad and Tobago': {}, u'View other languages of Dominica': {}}	Grenadian Creole French, Lesser Antillean Creole French, Patois	Kwéyòl, Patwa	Creole, French based	Saint Lucia	Not intelligible with standard French [fra]. All French creoles of the Caribbean are somewhat mutually inherently intelligible (Goodman 1964). Dominica dialect is virtually the same as Saint Lucia (97%–99% intelligibility).	Literacy rate in L2: 36%. Literature. Newspapers. Radio. Dictionary. Grammar. NT: 1999.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Saint Lucian Creole French	5 (Developing). De facto language of national identity.	In French-influenced islands nearly all speak Creole as L1, although also a local variety of standard French [fra]. In English influence areas, Creole has less standing, and speakers have a low literacy rate. All domains. Also use English [eng], French [fra].	NA	Christian.	158,000 (2001). Total users in all countries: 359,450.	359450	NA	Latin script [Latn].	Saint Lucian Creole French
sci-LKA	sci-lk	sci-CE	Sri Lankan Creole Malay	Sri Lankan Creole Malay	SRI LANKAN CREOLE MALAY	Sri Lankan Creole Malay	sci	sril1245	Sri Lanka Malay	Eurasia	6.91603	79.864	sril1245	LK	aust1307	NA	shifting	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234	language	long grammar	sril1245:1	NA	Java Jati, Melayu Bahasa, Sri Lankan Malay	NA	Creole, Malay based	Sri Lanka	None known. Not intelligible of Standard Malay [zsm] due to phonological and syntactic differences, and strong influence from Tamil [tam]. May be similar to Malaccan Creole Malay [ccm] (Lim 1981).	Newspapers. Radio.	Sri Lanka	OLAC resources in and about Sri Lankan Creole Malay	5 (Developing).	Language shift taking place. Malay communities using either English [eng], Sinhala [sin], or Tamil [tam] favor Sri Lankan Creole Malay. Clear shift to English among youth in Colombo. Kirinda is the only vital community of Sri Lanka Malays who have youth who speak it as L1. There is also a desire to acquire Standard Malay [zsm] as a useful economic tool but still preserve Malay identity. Beginning to shift to Standard Malay even in Kirinda. Home, community. All ages only in Kirinda; being lost by youth in every other community. Also use English [eng], Sinhala [sin], Standard Malay [zsm], Tamil [tam].	Badulla, Colombo, Galle, Gampaha, Hambantota, Kalutara, Kandy, Matara, Matale, Moneragala, and Nuwara Eliya districts, especially Badulla, Colombo, Hambantota, Kandy, and Kirinda urban areas.	Malay vocabulary with grammatical structure based on Sri Lankan Moor Tamil. Muslim, traditional religion.	46,000 (Ansaldo and Lim 2006), decreasing.	46000	SOV; postpositions; case; adjectives and genitives precede noun heads.	Latin script [Latn].	Sri Lankan Creole Malay
aig-AIA	aig-ai	aig-AV	Anguillan Creole English	Anguillan Creole English	ANGUILLAN CREOLE ENGLISH	Anguillan Creole English	aig	anti1245	Antigua and Barbuda Creole English	North America	17.068263	-61.821863	anti1245	AI;AG;DM;MS;KN;GB	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242	language	grammar	anti1245:1	{u'View other languages of Anguilla': {}, u'View other languages of Sint Maarten': {}, u'View other languages of Dominica': {}, u'View other languages of Saint Martin': {}, u'View other languages of Montserrat': {}, u'View other languages of Saint Kitts and Nevis': {}}	Broken English, Dialect, Leeward Caribbean Creole, Patwa	Creole	Creole, English based, Atlantic, Eastern, Southern	Antigua and Barbuda	Antiguan Creole English, Barbuda Creole English. Slight comprehension of Jamaican and perhaps Bahamas creoles. May be similar to English Creoles of the Virgin Islands and Netherlands Antilles. One dialect is spoken mainly by older generations who live in Jennings and Bolans villages, near Johnson. People perceive the Southern variety, spoken along Fig Tree Drive Road from Swetes to Bolans, as being most different and difficult to understand. Barbudan is perceived as being more linguistically distant than the Creole English of Montserrat Point (2003 K. Decker).	Oral materials available. Literature.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Antigua and Barbuda Creole English	6a (Vigorous). De facto language of national identity.	All ages. Negative attitudes.	Throughout Antigua and Barbuda.	Most villagers deny the existence of a creole, though they speak it. Although some negative attitudes toward it, its use in the community is quite strong. Its uniqueness and cultural role is valued. Many migrated to Antigua from Montserrat after the eruption of Soufriere Hills volcano on 18 July, 1995. Christian.	67,000 (2001), increasing. It is difficult to substantiate the number of Creole speakers and English speakers. Total users in all countries: 147,520.	147520	NA	Latin script [Latn].	Antigua and Barbuda Creole English
mbf-MYS	mbf-my	mbf-MY	Baba Malay	Malay, Baba	MALAY, BABA	Malay, Baba	mbf	baba1267	Baba Malay	Eurasia	1.75414	103.076	baba1267	MY;SG	aust1307	NA	nearly extinct	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234	language	long grammar	baba1267:1	{u'View other languages of Malaysia': {}}	Baba, Chinese Malay, Low Malay, Peranakan, Straits Malay	NA	Creole, Malay based	Singapore	None known. It developed after 15th century from Low Malay with many Min Nan Chinese [nan] borrowings. Regional variants between Malacca and Singapore. Partially intelligible with Standard Malay [zsm]. It is generally believed that Baba of Malaysia is more, refined, and that of Singapore more, rough. Most learn Standard Malay and English in school. Distinct from Peranakan Indonesian [pea]. Baba in Melaka, Malaysia speak a Hokkien-influenced Malay creole; those in Penang, Malaysia speak a localized version of Hokkien [nan] (2006 Tan Chee Beng).	NT: 1913–2007.	Malaysia - Peninsular	OLAC resources in and about Malay, Baba	7 (Shifting).	Mainly in the home. Mainly older adults. Also use Mandarin Chinese [cmn], Min Nan Chinese [nan], Standard Malay [zsm], Yue Chinese [yue].	Mainly Kallang district, near city center; Geylang and Jao Chiat districts.	NA	10,000 (Pakir 1986). Ethnic population: 250,000 (1986). Total users in all countries: 12,000.	12000	NA	Latin script [Latn].	Malay, Baba
vic-ANT	vic-an	vic-NT	Netherlands Antilles Creole English	Netherlands Antilles Creole English	NETHERLANDS ANTILLES CREOLE ENGLISH	Netherlands Antilles Creole English	vic	virg1240	Virgin Islands Creole English	North America	18.04715	-63.07851	virg1240	VG	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/barb1266	language	grammar sketch	virg1240:1	{u'View other languages of British Virgin Islands': {}, u'View other languages of Caribbean Netherlands': {}}	NA	NA	Creole, English based, Atlantic, Eastern, Southern	U.S. Virgin Islands	Cruzan. St. Croix, St. Eustatius, St. John, and Saba are most similar. Post-creole English (Alleyne 1985).	Dictionary.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Virgin Islands Creole English	6a (Vigorous). De facto language of national identity.	NA	NA	NA	52,300 (1980). Total users in all countries: 76,500.	76500	NA	Unwritten [Qaax].	Virgin Islands Creole English
acf-TTO	acf-tt	acf-TD	Trinidadian Creole French	Trinidadian Creole French	TRINIDADIAN CREOLE FRENCH	Trinidadian Creole French	acf	sain1246	Saint Lucian Creole French	North America	15.3947	-61.3641	sain1246	DM;TT	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/circ1240/less1242/luci1234	language	grammar	(pato1243:1,patw1249:1)sain1246:1	{u'View other languages of Grenada': {}, u'View other languages of Trinidad and Tobago': {}, u'View other languages of Dominica': {}}	Grenadian Creole French, Lesser Antillean Creole French, Patois	Kwéyòl, Patwa	Creole, French based	Saint Lucia	Not intelligible with standard French [fra]. All French creoles of the Caribbean are somewhat mutually inherently intelligible (Goodman 1964). Dominica dialect is virtually the same as Saint Lucia (97%–99% intelligibility).	Literacy rate in L2: 36%. Literature. Newspapers. Radio. Dictionary. Grammar. NT: 1999.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Saint Lucian Creole French	5 (Developing). De facto language of national identity.	In French-influenced islands nearly all speak Creole as L1, although also a local variety of standard French [fra]. In English influence areas, Creole has less standing, and speakers have a low literacy rate. All domains. Also use English [eng], French [fra].	NA	Christian.	158,000 (2001). Total users in all countries: 359,450.	359450	NA	Latin script [Latn].	Saint Lucian Creole French
pis-SLB	pis-sb	pis-BP	Pijin	Pijin	PIJIN	Pijin	pis	piji1239	Pijin	Papunesia	-9.567	160.137	piji1239	SB	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/paci1280/earl1243	language	long grammar	piji1239:1	NA	Neo-Solomonic, Solomons Pidgin	NA	Creole, English based, Pacific	Solomon Islands	None known. Basic vocabulary reportedly more similar to standard English [eng] than Tok Pisin [tpi] of Papua New Guinea is. Grammar shows Melanesian features. Historically related to Tok Pisin and Bislama [bis] of Vanuatu. Intelligibility of Bislama [bis] quite high.	Literacy rate in L1: 60%. Literacy rate in L2: 50%. Dictionary. Grammar. Bible: 2008.	Solomon Islands	OLAC resources in and about Pijin	3 (Wider communication).	Creolization in progress. Also use English [eng]. Used as L2 by Äiwoo [nfl], Amba [utp], Asumboa [aua], Bughotu [bgt], Duke [nke], Fataleka [far], Nalögo [nlz], Natügu [ntu], Noipä [npx], Savosavo [svs], Teanu [tkw], To’abaita [mlu], Touo [tqu], Vaeakau-Taumako [piv].	NA	NA	331,400, all users. 24,400 (1999 SIL). 307,000 (1999 SIL).	331400	NA	Latin script [Latn].	Pijin
srm-GUF	srm-gf	srm-FG	Saramaccan	Saramaccan	SARAMACCAN	Saramaccan	srm	sara1340	Saramaccan	South America	4.54729	-54.0238	sara1340	GF;SR	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/suri1275	language	grammar	(mata1310:1,sara1339:1)sara1340:1	{u'View other languages of French Guiana': {}}	NA	NA	Creole, English based	Suriname	Matawari (Matawai, Matoewari, Matuari). Possibly Portuguese [por] based rather than English [eng] (Hancock 1988). Linguistic influences from Koongo [kng] (Hancock 1988). Lexical similarity: 20% with African component.	Literacy rate in L2: 15%–25%. Saramaccan is being used for religious instruction in Moravian schools along the Suriname River. Literature. Dictionary. Grammar. NT: 1991–2009.	French Guiana and Suriname	OLAC resources in and about Saramaccan	5 (Developing).	All domains. All ages. Also use Dutch [nld]. Used as L2 by Kwinti [kww].	Brokopondo district: Brownsweg, Centrum, Klasskreek, and Kwakoegron, communes, small border area; Para district: Bigi Poika commune; Paramaribo district; Sipaliwini district: Boven Saramaccan and Boven Suriname communes.	A Bush Negro ethnic group with background similar to the Ndyuka. Traditional religion.	14,100 (2013). Total users in all countries: 17,100.	17100	Tonal, one tone per vowel.	Latin script [Latn].	Saramaccan
tdt-TLS	tdt-tl	tdt-TT	Tetun Dili	Tetun Dili	TETUN DILI	Tetun Dili	tdt	tetu1246	Tetun Dili	Papunesia	-8.58405	125.583	tetu1246	TL	aust1307	NA	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/cent2245/timo1259/cent2079/tetu1244	language	long grammar	tetu1246:1	NA	Dili Tetum, Tetum, Tetum Dili, Tetum Prasa, Tetum Praça, Tetun, Tetun Prasa	Lia-Tetun, Tetun Dili	Creole, Tetun based	East Timor	None known. Heavy Portuguese [por] and Mambae [mgm] influence; some Indonesian [ind] or Malay influence.	Dictionary. Grammar. Texts. Bible portions: 1996–2002.	East Timor	OLAC resources in and about Tetun Dili	1 (National). Statutory national language (2002, Constitution, Article 13).	Increasing in use in urban areas. All domains. All ages. Also use Tetun [tet], some bilingually, but many others have significant difficulty understanding it in many domains.	L1 in Dili district: East Timor north coast; L2 scattered in western part of East Timor.	Cultural rituals and themes in Tetun [tet] are not as deeply rooted in Tetun Dili. Christian.	385,000 (2009).	385000	Compared to Tetun [tet]: many more Portuguese [por] loanwords; does not inflect V-initial verb roots for person or number; uses more periphrastic constructions than morphological constructions (e.g., causatives); differences in possessive constructions and negatives.	Latin script [Latn].	Tetun Dili
icr-COL	icr-co	icr-CO	Islander Creole English	Islander Creole English	ISLANDER CREOLE ENGLISH	Islander Creole English	icr	sana1297	San Andres Creole English	South America	12.55352	-81.70425	sana1297	CO	indo1319	NA	threatened	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/misk1243	language	grammar	sana1297:1	NA	Bende, San Andrés Creole	NA	Creole, English based, Atlantic, Western	Colombia	None known. Reportedly very similar to Belize Creole English [bzj].	Literacy rate in L2: 90% in Spanish [spa], 80% in English [eng]. NT: 2015.	Colombia	OLAC resources in and about Islander Creole English	6a (Vigorous).	Probably L1 of majority of islanders. Also use English [eng], Spanish [spa].	San Andrés y Providencia Islands.	NA	12,000 (1981 SIL).	12000	NA	Latin script [Latn].	Islander Creole English
bpq-IDN	bpq-id	bpq-ID	Banda Malay	Malay, Banda	MALAY, BANDA	Malay, Banda	bpq	band1353	Banda Malay	Papunesia	-4.55565	129.905	band1353	ID	aust1307	NA	not endangered	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234/east2743/ambo1253	language	Wordlist or less	band1353:1	NA	NA	NA	Creole, Malay based	Indonesia	May better be considered a dialect of Moluccan (Ambonese) Malay [abs].	NA	Indonesia, Central Maluku	OLAC resources in and about Malay, Banda	6a (Vigorous).	NA	Maluku province: south Banda islands.	Muslim.	3,690 (2000).	3690	NA	NA	Malay, Banda
cks-NCL	cks-nc	cks-NC	Tayo	Tayo	TAYO	Tayo	cks	tayo1238	Tayo	Papunesia	-22.2277	166.546	tayo1238	NC	indo1319	NA	shifting	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273	language	grammar	tayo1238:1	NA	Patois, Patois de St-Louis	NA	Creole, French based	New Caledonia	None known. Not intelligible of French [fra].	NA	New Caledonia	OLAC resources in and about Tayo	7 (Shifting).	Also use French [fra]. Used as L2 by Wallisian [wls].	South of greater Nouméa, Saint Louis; Mont-Dore and Ploum.	Christian.	900 (2009 census), decreasing.	900	NA	NA	Tayo
lrt-IDN	lrt-id	lrt-ID	Larantuka Malay	Malay, Larantuka	MALAY, LARANTUKA	Malay, Larantuka	lrt	lara1260	Larantuka Malay	Papunesia	-8.4746	122.7619	lara1260	ID	aust1307	NA	threatened	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234/east2743	language	long grammar	lara1260:1	NA	Bahasa Nagi, Ende Malay, Melayu Larantuka, Nagi	NA	Creole, Malay based	Indonesia	NA	NA	Indonesia, Nusa Tenggara enlargements	OLAC resources in and about Malay, Larantuka	6b (Threatened).	NA	Nusa Tenggara Timur province: Flores Timur regency, Larantuka city area, and southwest Flores Strait towards Lewotobi town.	NA	20,000 (2007).	20000	NA	Latin script [Latn], limited usage.	Malay, Larantuka
aig-DMA	aig-dm	aig-DO	Kokoy Creole English	Kokoy Creole English	KOKOY CREOLE ENGLISH	Kokoy Creole English	aig	anti1245	Antigua and Barbuda Creole English	North America	17.068263	-61.821863	anti1245	AI;AG;DM;MS;KN;GB	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242	language	grammar	anti1245:1	{u'View other languages of Anguilla': {}, u'View other languages of Sint Maarten': {}, u'View other languages of Dominica': {}, u'View other languages of Saint Martin': {}, u'View other languages of Montserrat': {}, u'View other languages of Saint Kitts and Nevis': {}}	Broken English, Dialect, Leeward Caribbean Creole, Patwa	Creole	Creole, English based, Atlantic, Eastern, Southern	Antigua and Barbuda	Antiguan Creole English, Barbuda Creole English. Slight comprehension of Jamaican and perhaps Bahamas creoles. May be similar to English Creoles of the Virgin Islands and Netherlands Antilles. One dialect is spoken mainly by older generations who live in Jennings and Bolans villages, near Johnson. People perceive the Southern variety, spoken along Fig Tree Drive Road from Swetes to Bolans, as being most different and difficult to understand. Barbudan is perceived as being more linguistically distant than the Creole English of Montserrat Point (2003 K. Decker).	Oral materials available. Literature.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Antigua and Barbuda Creole English	6a (Vigorous). De facto language of national identity.	All ages. Negative attitudes.	Throughout Antigua and Barbuda.	Most villagers deny the existence of a creole, though they speak it. Although some negative attitudes toward it, its use in the community is quite strong. Its uniqueness and cultural role is valued. Many migrated to Antigua from Montserrat after the eruption of Soufriere Hills volcano on 18 July, 1995. Christian.	67,000 (2001), increasing. It is difficult to substantiate the number of Creole speakers and English speakers. Total users in all countries: 147,520.	147520	NA	Latin script [Latn].	Antigua and Barbuda Creole English
coa-CCK	coa-cc	coa-CK	Cocos Islands Malay	Malay, Cocos Islands	MALAY, COCOS ISLANDS	Malay, Cocos Islands	coa	coco1260	Cocos Islands Malay	Papunesia	-12.193342	96.833679	coco1260	MY	aust1307	NA	shifting	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1733/beta1260	language	grammar sketch	coco1260:1	{u'View other languages of Malaysia': {}}	Cocos, Kokos, Kukus	NA	Creole, Malay based	Australia	A member of macrolanguage Malay [msa].	NA	Australia	OLAC resources in and about Malay, Cocos Islands	6a (Vigorous).	Vigorous. Also use English [eng].	Cocos (Keeling) Islands Territory; Christmas Island Territory.	Muslim.	1,000 (1987). 500 in Cocos Islands, 560 on Christmas Island (1987).	1000	NA	Unwritten [Qaax].	Malay, Cocos Islands
pea-IDN	pea-id	pea-ID	Peranakan Indonesian	Indonesian, Peranakan	INDONESIAN, PERANAKAN	Indonesian, Peranakan	pea	pera1256	Peranakan Indonesian	Papunesia	-7.982	112.619	pera1256	ID	aust1307	NA	shifting	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1733/beta1260	language	grammar sketch	pera1256:1	NA	Baba Indonesian, Chinese Indonesian, Peranakan	NA	Creole, Malay based	Indonesia	None known. Based on Indonesian [ind] and Javanese [jav], with Mandarin [cmn] elements in contrast to Baba Malay [mbf], which has Hokkien (Chinese, Min Nan [nan]) elements.	NA	NA	OLAC resources in and about Indonesian, Peranakan	7 (Shifting).	Mainly older adults.	Jawa Barat, Jawa Tengah, and Jawa Timur provinces scattered on north coast; Yogyakarta province.	NA	20,000 (Wurm and Hattori 1981).	20000	NA	NA	Indonesian, Peranakan
bis-NCL	bis-nc	bis-NC	Bislama	Bislama	BISLAMA	Bislama	bis	bisl1239	Bislama	Papunesia	-15.4	166.89	bisl1239	NC;VU	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/paci1280/earl1243	language	long grammar	bisl1239:1	{u'View other languages of New Caledonia': {}}	Bichelamar	Bislama	Creole, English based, Pacific	Vanuatu	None known. Partially intelligible with Pijin [pis] (Solomon Islands) and Tok Pisin [tpi] (Papua New Guinea), but, unlike them, Bislama has some French loanwords.	Literacy rate in L1: 35%. Literacy rate in L2: Low. Proposed vernacular education (2011). Since 2012, Bislama is classified along with the vernaculars as a first language for use as a language of instruction in grades 1–3, and for use as a supplementary language as required in other grades. Used informally in classrooms in secondary schools. Literature. Newspapers. Periodicals. Radio. TV. Videos. Dictionary. Grammar. Texts. Bible: 1998.	Vanuatu, Enlarged Area	OLAC resources in and about Bislama	1 (National). Statutory national language (1980, Constitution, Art 3(1)). Most in the country understand and use it as lingua franca and as a symbol of national identity.	All ages, except elderly or youngest rural speakers. Positive attitudes. Also use English [eng], French [fra].	Widespread.	Christian.	10,000 (2011), increasing. Ethnic population: 95% Melanesian.	10000	SVO; prepositions; dual number; tense; 17 consonant and 5 vowel phonemes; non-tonal.	Latin script [Latn].	Bislama
ccm-MYS	ccm-my	ccm-MY	Malaccan Creole Malay	Malaccan Creole Malay	MALACCAN CREOLE MALAY	Malaccan Creole Malay	ccm	mala1482	Malaccan Creole Malay	Eurasia	2.20265	102.240488	mala1482	MY	aust1307	NA	moribund	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234	language	phonology/text	mala1482:1	NA	Chitties Creole Malay	NA	Creole, Malay based	Malaysia	None known. May be historically related to Sri Lankan Creole Malay [sci].	Dictionary.	Malaysia - Peninsular	OLAC resources in and about Malaccan Creole Malay	8a (Moribund).	Shifting to Baba Malay [mbf] or Malay [zlm]. Additionally, intermarriage and out-migration are shrinking the community (Mohammed 2009).	Melaka: Gajah Berang and Kampung Tujung on Malacca straits.	Spoken since the 16th century by descendants of Tamil merchants who intermarried with other groups. Speakers are called Chitties (Lim 1981, Holm 1989).	Ethnic population: 300.	300	NA	Unwritten [Qaax].	Malaccan Creole Malay
mcm-MYS	mcm-my	mcm-MY	Malaccan Creole Portuguese	Malaccan Creole Portuguese	MALACCAN CREOLE PORTUGUESE	Malaccan Creole Portuguese	mcm	mala1533	Malacca-Batavia Portuguese Creole	Eurasia	2.188087	102.262059	mala1533	MY	indo1319	NA	shifting	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/luso1234	language	long grammar	mala1533:1	NA	Bahasa Geragau, Bahasa Serani, Luso-Malay, Malacca Creole, Malaccan, Malaqueiro, Malaquenho, Malaquense, Malaquês, Malayo-Portuguese, Malaysian Creole Portuguese, Papia Cristao, Papia Kristang, Portuguese Patois, Português de Malaca, Serani	Kristang	Creole, Portuguese based	Malaysia	NA	Dictionary. Grammar. Bible portions: 1884.	Malaysia - Peninsular	OLAC resources in and about Malaccan Creole Portuguese	8a (Moribund).	English [eng] is rapidly becoming the dominant language among the younger generation. Mainly adults 50 and older, about one-third of young adults, some children (Bradley 2007a). Most also use Malay [zlm], especially local varieties. Some also use English [eng], especially older women.	Melaka: Hilir and Trankera on Malacca Straits; Kuala Lumpur and Singapore.	NA	2,150 (Bradley 2007b). Ethnic population: 10,000 (Bradley 2007b).	2150	NA	Latin script [Latn], no longer in use.	Malaccan Creole Portuguese
fab-GNQ	fab-gq	fab-EK	Fa Dambu	Fa Dambu	FA DAMBU	Fa D'ambu	fab	fada1250	Annobonese	Africa	-1.43033	5.61879	fada1250	GQ	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/lowe1440	language	long grammar	fada1250:1	NA	Annobonense, Annobonese, Annobonés	Fa d’Ambu	Creole, Portuguese based	Equatorial Guinea	Different from Equatorial Guinean Pidgin [fpe] and Crioulo [pov] of Guinea-Bissau and Kabuverdianu. Little variation between Annobonese in Annobón and Malabo. Lexical similarity: 63% with Sãotomense [cri]. 10% of the lexicon comes from Spanish [spa].	Literacy rate in L1: Very low. Literacy rate in L2: 95% in Spanish [spa]. Grammar. Bible portions: 2009.	Equatorial Guinea, Gabon and São Tomé e Príncipe	OLAC resources in and about Fa d’Ambu	6a (Vigorous).	Vigorous use in Annobón and Malabo. All domains except government and education where Spanish [spa] is used. All ages. Positive attitudes. Most also use Spanish [spa], and many on Bioko learn it, but less so on Annobón; women on Annobón seem uncomfortable using it. Many also use Equatorial Guinean Pidgin [fpe], especially on Bioko. Also use Fang [fan]. Also use Portuguese [por], as a liturgical language by local Catholics.	Annobón province: Annobón Island, isolated from mainland by 360 km of ocean (2,000); Bioko Island, Malabo (500), a few on continental Equatorial Guinea.	Famed swimmers, fishermen, and whalers. Christian.	5,000 (2010 SIL). No monolinguals. Total users in all countries: 5,600.	5600	Possible vowel length; vowel harmony; tone sandhi.	Latin script [Latn], used since 2008.	Fa d’Ambu
